"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","btn href","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55768/thumb_XJQg24P36HaN-1779192394.png","Niedersachsen.next Startup / NBank","Stand No- H4.2-E05, 4.2","Germany","Niedersachsen.next Startup supports Niedersachsens startup ecosystem through networking, collaboration and development. Implementing the state's startup strategy, it works closely with startups, corporates, and multipliers. As an  ...","Incubator/Accelerator/Investment","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/niedersachsen-next-startup-nbank","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57196/thumb_aqDNvRPYr1dn-1778668593.png","NIJI Maroc","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","We are more than just a consulting firm, design agency and technology implementation company. 

We embody digital transformation, which we sustain from idea to reality.  

Because in a digital world, compan ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/niji-maroc","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54062/thumb_2054_54062_52983_8277.png","NinjaOne","Stand No- H2.2-B10, 2.2","Germany","NinjaOne unifies IT to simplify work for 35,000+ customers in 140+ countries.

The NinjaOne Unified IT Operations Platform delivers endpoint management, autonomous patching, backup, and remote access in a single consol ...","Software Product","Blockchain","Networking & Infrastructure","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ninjaone","Ecommerce","Cloud Management Platform","Analyst","Infrastructure as a Service - IaaS","IT Service Management - ITSM","Managed Service Provider - MSP","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ninjaone"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57387/thumb_jnDCMhJkbEQg-1779787343.png","NIVISS Leszek Łosin","Stand No- H2.2-D70, 2.2","Poland","NIVISS designs, implements, and manufactures LED modules (LED Engines) and LED lighting. 
All LED-based products meet the highest quality standards and have all required certifications.

NIVISS comprehensively ma ...","Future Mobility & Transportation","AgriTech & FoodTech","Consumer Tech, Smart Home & Smart Workplace","Grow Lighting","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/niviss-leszek-osin","Precision Agriculture","Electronic Components (Connection Devices, Electron Tubes, Etc)","Control Modules & Software","Diodes, Thyristors, Triacs","Electric Vehicle OEMs (Public & Fleet: Bus/ Trucks)","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56844/thumb_r5Dw8gftWx04-1777553665.png","NIX","Stand No- H1.2-D32, 1.2","United States of America","NIX is a global software engineering company with over 3,000 professionals, delivering solutions that help everyone from SMBs to large enterprises scale, streamline operations, and achieve measurable results.
With decades of ...","Cyber security","Artificial Intelligence","Big Data & Analytics","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nix","Cloud Services","Chatbots / Virtual Assistant","Computer Vision","Data Extraction","Deep Learning Platforms","Machine Learning","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nix"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56740/thumb_1wAFshCWVI7S-1778667686.png","Notarify","Stand No- H4.2-B60, 4.2","Italy","Notarify is an Italian tech company focused on digital trust, legal certainty, and secure document verification. We help businesses, institutions, and professionals certify documents, prove authenticity, and manage sensitive digit ...","Software Product","Big Data & Analytics","Blockchain","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/notarify","Digital Finance","Blockchain & DLT Solutions","E-KYC","Applications","Business Intelligence","Cloud Solutions","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/notarify"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57332/thumb_ipnHbDOrq4eT-1779098301.png","NOVARION","Stand No- H4.2-D40, 4.2","Austria","Novarion’s Agentic Enterprise AI Platform empowers organizations with secure, compliant, and fully autonomous virtual coworkers. Built on European-developed Software-defined Brain™ technology, the platform delivers next-genera ...","Artificial Intelligence","Quantum & High Performance Computing","AI-optimized Hardware","Cognitive computing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/novarion","Neural Networks","Planning and Optimization","Virtual Companions","Artificial Intelligence","Analytics - Hardware","Applications/Services with Quantum Computers","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/novarion"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56937/thumb_7hOl0pVMio5m-1778166028.png","NoxAvis Tech Solutions FlexCo","Stand No- H4.2-C20, 4.2","Austria","NoxAvis Tech Solutions is an Austrian health tech company developing AI-assisted documentation and communication solutions for emergency and acute care.
HeliDoc the first product, is an offline-capable, AI-assisted documenta ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/noxavis-tech-solutions-flexco","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56656/thumb_RoOhIArqXsi7-1778687681.png","npass.io | Cloud-Native NAC","Stand No- H2.2-24, 2.2","Germany","npass.io is a cloud-native Network Access Control (NAC) platform built for European businesses. We replace the complexity and cost of on-premise NAC appliances with a SaaS any IT team can roll out in an afternoon - 802.1X authenti ...","Cyber security","Blockchain","Cloud Services","Digital Finance","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/npass-io-cloud-native-nac","Cybersecurity","Infrastructure as a Service - IaaS","Networks","Software as a Service - SaaS","Software Defined Networking - SDN","Authentication User, Biometric Authentication and PKI","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/npass-io-cloud-native-nac"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54080/thumb_2054_54080_53001_2743.png","NRW.Global Business GmbH","Stand No- H4.2-C60, 4.2","Germany","Individual and tailor-made - whether it is investment projects in North Rhine-Westphalia, the development of growth markets or networking with international business partners: 

NRW.Global Business, the trade and inves ...","Smart Cities","Government Authorities & Municipalities","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/nrw-global-business-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54034/thumb_2054_54034_52955_6262.png","OCR Studio","Stand No- H1.2-28, 1.2","United Arab Emirates","OCR Studio provides AI-driven solutions for instant recognition and accurate data extraction from ID documents, including ID cards, passports, driver’s licenses, visas, residence permits, and more. 

In addition to I ...","Cyber security","Artificial Intelligence","Computer Vision","Data Extraction","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ocr-studio","Optical character recognition (OCR)","Authentication User, Biometric Authentication and PKI","Digital Forensics & Incident Response","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","OledComm SAS","Stand No- H4.2-B70, 4.2","France","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/oledcomm-sas","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55049/thumb_2054_55049_53963_9270.png","ollo","Stand No- TBC, TBC","United Kingdom","ollo connects to your company tools—Slack, Drive, Notion, and Jira—so AI has the context it needs to deliver accurate, reasoned answers and agents that work. We search across files and live conversations, cite sources, and com ...","Artificial Intelligence","Deep Learning Platforms","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/ollo","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54045/thumb_2054_54045_52966_5885.png","Omada by TP-Link","Stand No- H1.2-C10, 1.2","United States of America","Omada by TP-Link is a comprehensive, software-defined networking (SDN) solution designed to meet the needs of modern businesses. It integrates gateways, switches, access points, and controllers into one seamless platform, all mana ...","HealthTech","Cyber security","5G & Telecommunications","Networking & Infrastructure","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/omada-by-tp-link","Retail Tech","Repeaters","Monitoring & Management Tools","Modems","mHealth, mobile IT, Wireless Technologies (Bluetooth, Wi-Fi)","Telecommunication & Network Security","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/omada-by-tp-link"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56922/thumb_3XM0obvDHmuZ-1777385612.png","OneIoT® — Built Exactly The Way You Need It","Stand No- H4.2-C112, 4.2","India","OneIoT is a bootstrapped, profitable IoT platform company delivering AI-native, fully customized solutions for Smart Cities, Climate Control, and Asset Tracking. Founded in December 2022, we've achieved $1M+ revenue with multiple  ...","Internet of Things (IOT)","Smart Cities","AgriTech & FoodTech","Smart Manufacturing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/oneiot-built-exactly-the-way-you-need-it","Sustainability & Green Climate - Tech","Climate-Smart Agriculture","Cloud Solutions","Controlled environment systems","IoT","Precision Agriculture","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/oneiot-built-exactly-the-way-you-need-it"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57059/thumb_6C9dns02Aypg-1778672611.png","ONiO","Stand No- H4.2-B70, 4.2","Norway","At ONiO?, we believe the future of IoT should not depend on constant battery replacement and maintenance. That’s why we created ONiO.zero — an ultra-low-power microcontroller designed to run entirely on harvested ambient energ ...","HealthTech","Internet of Things (IOT)","Cyber security","Smart Cities","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/onio","Consumer Tech, Smart Home & Smart Workplace","Electronic Components (Connection Devices, Electron Tubes, Etc)","Internet of Things (IoT) Security","mHealth, mobile IT, Wireless Technologies (Bluetooth, Wi-Fi)","Wearable Technologies, Smart Textiles","Industrial IoT (IIoT) & Connectivity","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/onio"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54021/thumb_2054_54021_52942_3243.png","ONLYOFFICE","Stand No- H1.2-27, 1.2","Latvia","ONLYOFFICE, an open-source office software project, focuses on advanced and secure office solutions. With over 15 million users worldwide, it is recognized for its innovation in the online office domain. The ONLYOFFICE ecosystem i ...","Software Product","Software Services","Coding and Development","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/onlyoffice","Open Source","Software as a Service - SaaS","Cloud Computing","Enterprise Applications","Mobile Applications","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54046/thumb_2054_54046_52967_1973.png","OpenCloud GmbH","Stand No- H1.2-09, 1.2","Germany","OpenCloud is a powerful, cloud-native, open source solution for file management, file sharing and content collaboration that meets the highest standards of usability, performance, stability and scalability. The software can be fle ...","Software Product","Big Data & Analytics","Coding and Development","Quantum & High Performance Computing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/opencloud-gmbh","Cloud Services","Cloud Solutions","Data Governance, Compliance & Security","Data Management","High Performance Computing - HPC","Open Source","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/opencloud-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57213/IUgaBWMCvKoc-1779309488.png","OREUS AI","Stand No- H4.2-C75, H4.2-C76, 4.2","France","Your teams are already using AI, but are you in control?
85% of European companies use AI. 67% of employees do it with uncontrolled tools, exposing sensitive data, leaking intellectual property, and creating compliance risks ...","Artificial Intelligence","Big Data & Analytics","Coding and Development","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/oreus-ai","Data Centres","AI-optimized Hardware","Chatbots / Virtual Assistant","Content Creation","Machine Learning","Natural Language Generation (NLG)","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/oreus-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57348/thumb_lUKrzZWY5QRm-1779661460.png","Orka","Stand No- H2.2-B90, 2.2","Bosnia and Herzegovina","ORKA is a Bosnia and Herzegovina-based software company with over two decades of experience in business process management and enterprise digitalization. Our flagship platform, OWIS, is a comprehensive BPM and Document Management  ...","Software Product","Software Services","Business & professional services","Business Process Management","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/orka","","","","","","","",""
