"toggler","stand","country","img-holder src","additional","visit-us 2","button","button href","button href 2","categories","subcategory","subcategory href","divider","subcategory 2","subcategory href 2","divider 2","subcategory 3","subcategory href 3","divider 3","subcategory 4","subcategory href 4"
"Lianyungang Tongyuan Biology Technology Co.,Ltd.","A2H30","China","https://www.ingredientsnetwork.com/c251242img_XL-comp251242.jpg","Lianyungang Tongyuan Biotechnology Co Ltd specializes in producing sodium diacetate, sodium acetate anhydrous, sodium acetate trihydrous, zinc acetate, calcium acetate, potassium acetate, ammonium acetate, sodium propionae, calcium propionate, potassium chloride and potassium diacetate, which can be widely used in food, beverage, pharmaceuticals and daily chemicals.At present, Tongyuan chemical industry has established long-term cooperation relationships with more than 30 countries' customers in the world, and we are the largest sodium diacetate producer and exporters in China. As a governing unit of China Food Additive and Ingredient Association, Tongyuan has passed the ISO22000:2005 Food Safety Management System Certification, KOSHER Certification, HALAL Certification, thus we can assure our customers of high qualities of products and services.The company strives for producing first-class products, offering high-quality services, meeting the requirement of cusomers. We would like to cooperate with you for creating bright future!","stand A2H30","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/12/42/exhibitor251242-596.html","Categories:","Acetic acid","https://www.ingredientsnetwork.com/acetic-acid-code015382.html","|","Ammonium hydroxide","https://www.ingredientsnetwork.com/ammonium-hydroxide-code015324.html","|","Other Acidulants","https://www.ingredientsnetwork.com/other-acidulants-code015349.html","|","Other Preservatives","https://www.ingredientsnetwork.com/other-preservatives-code015510.html"
"Linquan Spring River Nano Plant New Material Co..Ltd.","D1B65","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1B65","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/76/40/exhibitor477640-596.html","","","","","","","","","","","",""
"Linyi Shansong Biological Products Co., Ltd.","B2G38","China","https://www.ingredientsnetwork.com/OyDF7RtrlV97QDp-comp250164.png","Linyi Shansong Biological Products Co Ltd is a high-tech enterprise which is engaged in R&D, manufacture and marketing.  It has been a professional manufacturer and supplier of non-GMO soya protein since 1995 and well known until today as a leading soybean deep-processing company in China. 18 isolated soy protein production lines with annual capacity of 100,000mt; three textured soy protein production lines with annual capacity of 10,000mt; and four concentrate soy protein production lines with annual capacity of 30,000mt.","stand B2G38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/01/64/exhibitor250164-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Dietary Fibres, Prebiotics","https://www.ingredientsnetwork.com/dietary-fibres-prebiotics-code015775.html","|","Ingredient Mixtures, Synbiotics","https://www.ingredientsnetwork.com/ingredient-mixtures-synbiotics-code015908.html","|","Meat replacer","https://www.ingredientsnetwork.com/meat-replacer-code015912.html"
"Lishui Mingyuan Food Co., Ltd.","A1C11","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1C11","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/56/94/exhibitor475694-596.html","","","","","","","","","","","",""
"LTW (Jiangsu) LLC","A2G43","China","https://www.ingredientsnetwork.com/LIANYUNGANG_LONGTAIWEI_FOOD_INGREDIENTS-comp291472.png","Located in the Economic Industrial Park of Guannan County, Jiangsu Province, China ，LTW(Jiangsu)LLC is a large-scale manufacturing enterprise of food additives and feed additives, with an area of more than 66,700 square meters, a building area of 6,000 square meters, more than 200 employees, and over 80 professional and technical personnel. Equipped with 5 stainless steel production lines, our factory annually can produce 30,000 tons of products. At present, our company is a scientific research and training base of Nanjing University of Science and Technology and Jiangsu University.

At present, we are the main manufacturer and exporter of China for sulfates such as ferrous sulfate, zinc sulfate, magnesium sulfate and iron sulfate, etc., and our products have been exported to more than 30 countries and regions around the world.

Adhering to the business philosophy of ""customer first, climbing the peak"" and insisting on the principle of ""being honest and trustworthy"", we strive to provide quality service for the vast number of customers at home and abroad.

Sticking to business philosophy of ""get survival by good quality, and get development by variety, all for users, all services to users"" and ""equal cooperation, mutual benefit"", our general manager, with all staff warmly welcome new and old customers to visit our company and discuss cooperation, and work together to create a bright future.","stand A2G43","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/29/14/72/exhibitor291472-596.html","Categories:","Iron","https://www.ingredientsnetwork.com/iron-code016098.html","|","Magnesium","https://www.ingredientsnetwork.com/magnesium-code016099.html","|","Other Minerals","https://www.ingredientsnetwork.com/other-minerals-code016110.html","|","Zinc","https://www.ingredientsnetwork.com/zinc-code016109.html"
"Lucid Colloids Ltd.","C1K40","India","https://www.ingredientsnetwork.com/c251248img_XL-comp251248.jpg","Established
in 1958, Lucid is a premier manufacturer based in India of Guar Gum &
Hydrocolloids for the past 68 years, with over 500 man-years of senior level
experience.



Lucid
Colloids Manufactures, markets and distributes, natural, modified and
derivatives of hydrocolloids such as Guar Gum, Cassia Gum, Tamarind gum, other
hydrocolloids, hydrocolloid blends & food stabilisers. Lucid also
manufactures dry premixes for soft serve frozen desserts. Lucid has a corporate
office in Mumbai, India and 3 production sites located at Jodhpur (Rajasthan),
Meglasiya (Rajasthan), Jhagadia (Gujarat), and an Agri Farm and Research
Station at Mokheri,  (Rajasthan). 



Lucid has
fully equipped QC labs, RND labs and pilot plants in-house.



Lucid has
more than 300 products in its portfolio and sells to more than 35 countries and
has 350 employees. Lucid's products are sold for varied applications in Foods
& Beverages, Pet foods, Pharma, Nutrition, Personal Care, Oil & Gas,
Paper, Mining, Textiles and various other industrial applications.



Lucid’s
""Edicol"" range of Food Grade Guar Gums are available in a wide range
of viscosities (1% solution = 7,000 cps to 10% = 1,000 cps) and in a range of
particle sizes from very coarse to very fine. Customised products are Lucid’s
forte.



Lucid’s
strong thrust on Quality, Research, Design, Development and Applications
Technology, has enabled Lucid to achieve ISO 9001, ISO 14001, ISO 45001, FSSC
22000, USFDA GMP, BRCGS (A+), EfFCI GMP, SEDEX, Non-GMO, Vegan, Kosher, Halal
& Organic certification.



Lucid is
currently involved in direct Guar Seed Sustainable sourcing and Organic farming
with its dedicated Group of about 4,000 farmers. Lucid's operations in India
support about 30,000 Guar farming families spread over about 120,000 Hectares
(300,000 Acres).



Lucid has
been rated in the top 18% of Companies Globally for its ESG rating.






Lucid has 3 manufacturing plants
in India located at Jodhpur, Meglasiya, and Jhagadia. It
has its Corporate Head Office in Mumbai and two overseas subsidiaries in Houston (USA) and Amsterdam (Netherlands). Lucid has about 350 employees.

Luicd ships about 80% of its products to 35 overseas conuntries.

Lucid supports over 35,000 farming families in India spread over about 150,000 acres.","stand C1K40","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/12/48/exhibitor251248-596.html","Categories:","Acacia gum","https://www.ingredientsnetwork.com/acacia-gum-code015467.html","|","Cassia gum","https://www.ingredientsnetwork.com/cassia-gum-code015446.html","|","Colours","https://www.ingredientsnetwork.com/colours-code015401.html","|","Dairy Ingredients","https://www.ingredientsnetwork.com/dairy-ingredients-code015763.html"
"Luzhou Bio-Chem Technology (Shandong) Co., Ltd","C3N09","China","https://www.ingredientsnetwork.com/ppxGUFQTbyeARaR-comp250166.PNG","Luzhou group is an enterprise with the largest production scales, market share and export revenue in the corn starch sugar industry in China. Our main products are the liquid glucose, maltodextrin, high fructose syrup, sorbitol, maltitol.



	At present ,our products are exported to more than sixty countries and regions, for example: Russia, New Zealand, Australia, Korea, Chile , Peru, Nigeria.



	Luzhou Bio-Chem Technology (Shandong) Co Ltd was established in 1988. The company has a wide sales and distribution network which covers areas including Shandong, Jiangsu, Zhejiang, Guangdong, Hainan, the south of Hebei, the north of Fujian, the east of Anhui, the east of Shanxi, the east of Guangxi. It has also set up sales offices in Shanghai, Guangzhou and Shantou. Our products have been exported to more than 40 countries and districts such as South Korea, Japan, Philippines, Turkey,Australia, the USA etc.","stand C3N09","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/01/66/exhibitor250166-596.html","Categories:","Carotenes","https://www.ingredientsnetwork.com/carotenes-code015416.html","|","Cereals & Grains, Pulses","https://www.ingredientsnetwork.com/cereals-grains-pulses-code015741.html","|","Corn","https://www.ingredientsnetwork.com/corn-code015899.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html"
"Lyckeby","C3T45","Sweden","https://www.ingredientsnetwork.com/Logo_Lyckeby_Red%20(2)-comp251251.jpg","With raw material from Swedish farmers Lyckeby Starch AB process STARCH for use in various food application. Our portfolio is based on various raw materials, but we specialize in products based on POTATO. We offer:- MODIFIED STARCH- SUSTAINABLE CLEAN LABEL STARCH- ORGANIC STARCH- EMULSION STABILIZING STARCH- NATIVE STARCH- POTATO FIBRE- DEXTRINEOur products are suitable in most food applications, for example:- Vegan food- Frozen and chilled ready meals- Soups and sauces- Mayonnaise and dressings- Batters and coatings- Processed cheese- Dairy- Meat- Desserts- Bakery fillings- Fruit preparation- Dry mixes- Spray dried powdersWith more than 90 years in the business, we have extensive experience with texturizing ingredients. As our customer you will benefit from free application support, technical knowledge and expertise from our specialist team.","stand C3T45","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/12/51/exhibitor251251-596.html","Categories:","Dextrin","https://www.ingredientsnetwork.com/dextrin-code015726.html","|","Hydroxypropyl starch","https://www.ingredientsnetwork.com/hydroxypropyl-starch-code015798.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html","|","Other Dietary Fibres","https://www.ingredientsnetwork.com/other-dietary-fibres-code015793.html"
"MACHINDOTAMA ABADI,PT","C2R05","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C2R05","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/97/73/exhibitor479773-596.html","","","","","","","","","","","",""
"Mackessen Indonesia,PT","D1F01","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1F01","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/94/87/exhibitor319487-596.html","","","","","","","","","","","",""
"MAHA KIMIA INDONESIA,PT","C3P35","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3P35","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/72/84/exhibitor477284-596.html","","","","","","","","","","","",""
