company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Website,Booth: 3C-B28   |   Group Pavilions   |   Chinese Mainland (Huangyan) Pavilion,Booth: 3E-E20   |   World of Fine Dining   |   ,Booth: 3C-B06   |   Group Pavilions   |   Chinese Mainland (Huangyan) Pavilion,Booth: 3E-C36   |   Cook & Dine   |   ,Booth: 3E-B19   |   World of Fine Dining   |   ,Booth: 3D-D01   |   World of Fine Decor   |   Cantonese Business Go Global,Booth: 3D-E02   |   World of Fine Decor   |   Cantonese Business Go Global,Booth: 3E-E12   |   World of Fine Dining   |   Cantonese Business Go Global,Booth: 3E-D08   |   World of Fine Dining   |   Cantonese Business Go Global,Booth: 3E-A14   |   World of Fine Dining   |   ,Booth: 5E-L25   |   Cultural and Creative Avenue   |   ,"Booth: 3E-S008, 5E-E05   |   hktdc.com Showcase Zone, Homepedia   |   ","Booth: 5E-A16   |   Outdoor, Camping & Gardening   |   Cantonese Business Go Global",Booth: 5E-C02   |   Health & Wellness   |   Cantonese Business Go Global
"Yangjiang Chaofeng Industrial & Trading Co., Ltd.",Chinese Mainland,,Manufacturer,"Baking Tool,Kitchen Knife,Cutlery Set,Fork,Spoon,Table Knife,Kitchen Utensil,Tableware,Fruit Basket,Can Opener","Company Introduction Exporting to the Americas,Europe and the Middle East Founded in 2001,Yangjiang Chaofeng Industrial &Trading Co.Ltd is a professional companythat integrates R&D,industry and trade,with main business in hardware and kitchenware.","OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Houseware Fair 2016 HKTDC Hong Kong Houseware Fair 2015,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Chaofeng-Industrial-Trading-Co-Ltd/1X090SL3,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005H3B0,,,,,,,,,,,,,,,
"Yangjiang Richton Co., Ltd",Chinese Mainland,,Wholesaler,"Baking Mold,Bakeware",Kitchen supplies,"OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024 Home InStyle 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-Richton-Co-Ltd/1S00OB21V,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GBTA,,,,,,,,,,,,,,,
"Yangjiang YF Hardware Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Exporter","Baking Mold,Baking Tool,Bakeware,Measuring Cup,Kitchen Utensil,Tableware,Kitchen Gloves,Corkscrew,Measuring Spoon,Can Opener","We offer kitchen utensils, kitchen gadgets and kitchen accessories, which meet food grade standard. The OEM and ODM will be acceptable.","OEM, ODM",Yanfeng,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024 Home InStyle 2023,,"YANGJIANG YF HARDWARE CO., LTD. Issued By SGS-CSTC Standards Technical Services Co., Ltd. Guangzhou Branch. Type OTHERS Valid Date 19 Jan 2022 - 31 Dec 2023",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangjiang-YF-Hardware-Co-Ltd/1S00O652P,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GCRF,,,,,,,,,,,,,,,
"Yongkang Longyingfei Industry & Trading Co., Ltd.",Chinese Mainland,,Manufacturer,Spice Container,stainless steel hose,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 Home InStyle 2023 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong Houseware Fair 2017 HKTDC Hong Kong Houseware Fair 2016 HKTDC Hong Kong Houseware Fair 2015,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Longyingfei-Industry-Trading-Co-Ltd/1X090YHP,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LCBR,,,,,,,,,,,,,,,
Zhejiang Dushen Necktie Company Limited,Chinese Mainland    |    Factory in Chinese Mainland,"Founded on March 13, 1995, the registered place is located at No. 1, Tie Yuan 2nd Road, Sanjiang Street, Shengzhou City, Zhejiang Province, and the legal representative is Ye Xiaoli. The business scope includes general items: garment manufacturing; garment manufacturing; manufacture of knitted or crocheted fabrics and articles thereof; manufacturing of household textile products; manufacturing of industrial textile products; fabric textile processing; production of daily masks (non-medical); sales of daily masks (non-medical); production of labor protection products; leather goods manufacturing; human resources services (excluding employment intermediary activities and labor dispatch services); non-residential real estate leases; (The above business scope does not include printing and dyeing) (except for projects subject to approval in accordance with the law, independently carry out business activities with a business license in accordance with the law). Licensed projects: employment intermediary activities (projects subject to approval in accordance with the law, business activities can only be carried out after approval by relevant departments, and specific business projects are subject to the approval results)","Buying Cooperative, Chain Store, Buying Office, Department Store, Distributor","Carpets,Blankets,Pillows,Pillow Cases","Main tie clothing, tie clothing, etc. The company adheres to the business philosophy of ""customer first, forge ahead"" and adheres to the principle of ""customer first"" to provide our customers with high-quality services","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Fashion Week for Spring/Summer 2018 HKTDC Hong Kong Fashion Week for Spring/Summer 2014 HKTDC Hong Kong Fashion Week for Spring/Summer 2013 HKTDC Hong Kong Fashion Week for Fall/Winter 2012 HKTDC Hong Kong Fashion Week for Fall/Winter 2011 HKTDC Hong Kong Fashion Week for Fall/Winter 2010 HKTDC World Boutique Hong Kong 2010 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Dushen-Necktie-Company-Limited/1X00HMPH,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005LYRT,,,,,,,,,,,,,,,
"Zhongshan Zhanshi Outdoor Products Co., Ltd.",Chinese Mainland,,"Distributor, Exporter, Buying Cooperative, Wholesaler, Chain Store, Import Agent, Buying Office, Export Agent, Department Store","Barbecue Grill,Barbecue Tool","Charcoal bbq grill, pizza oven, outdoor camping barbecue stove, portable bbq grill","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 Home InStyle 2023 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Houseware Fair 2018,,SEDEX Issued By SMETA Type SEDEX Valid Date 10 Sep 2022 - (N/A) ISO Issued By HUAJIAN Type ISO_9001 Valid Date 08 Oct 2022 - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Zhanshi-Outdoor-Products-Co-Ltd-/1X0ABG2M,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005ISNB,,,,,,,,,,,,,,,
"Zibo Jiaxiang Import & Export Co., Ltd.",Chinese Mainland,"Zibo Jiaxiang Import and Export Co., Ltd, is a comprehensive production enterprise specializing in the production of high borosilicate glass crisper, baking pan, glass storage jar, olive oil bottle, seasoning jar, decanter,various kinds of wine glasses, high borosilicate double-layer cup,coffee pot and other glass products.The company have won the majority of customers favor relying on the careful service, the excellent quality, the efficient delivery time and the competitive price. Our products are exported to more than 60 countries and regions in Europe, America,Central and South America. price. Our products are exported to more than 60 countries and regions in Europe, America,Central and South","Buying Office, Distributor, Buying Cooperative, Department Store, Service Company, Wholesaler, Trade/Industrial Organisation, Chain Store","Kettle,Measuring Cup,Kitchen Utensil,Coffee Pot,Wine Glass,Cup,Mug,Barware Set,Decanter,Tea Pot","high borosilicate glass crisper, baking pan, glass storage jar, olive oil bottle, seasoning jar, decanter, various kinds of wine glasses, high borosilicate double-layer cup,coffee pot and other glass products.",Others,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Houseware Fair 2020 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong Houseware Fair 2017,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Jiaxiang-Import-Export-Co-Ltd-/1X0B9P3U,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005JCBR,,,,,,,,,,,,,,,
"Zibo Peakfar Import Export Co., Ltd.",Chinese Mainland,"Zibo Peakfar Import Export Co., Ltd was founded in 2005, and our own factory Hejian Peakfar Glassware Co., Ltd is located in Hejian City, Hebei Province. Being 160km away from Tianjin Port and 200km from Beijing City, Hejian city is bestowed of convenient transportation and excellent investment environment. Our factory occupies 10,000 square meters, more than 30 staffs and achieves annual production value over US$5,000,000, We have more than 10 years' experience in houseware glass items, mainly specialized in glass cup, glass vase, glass container, candle holder, popcorn maker, teapot, glass bottle etc. With the growth of the company, Peakfar has been certified by and acknowledged in various standardized programs like BSCI and also meet all standard food grade testing such as FDA, LFGB. Besides, we also firmly believe and take quality control and improvement as our goal! All these enable Peakfar to offer one-stop high-end precision fabrication solutions throughout the chain, which set a strong foundation for a sustainable growth, and offers our best service to the customers all over the world with OEM & ODM projects.",Manufacturer,"Coffee Pot,Coffee Set,Cup,Mug,Cup & Plate Set,Spice Container,Drinking Straw,Food Container,Tea Pot,Tea Set","glass cup, glass mug, glass teapot, glass jar, glass pitcher, glass bottle, glass popcorn maker, glass coffee maker, glass tea set, glass measuring cup,",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Houseware Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Show More,,LFGB - double wall glass Issued By - Type - Valid Date (N/A) - (N/A) California Proposition 65 - Glass popcorn popper Issued By - Type - Valid Date (N/A) - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Peakfar-Import-Export-Co-Ltd-/1X09ZMDT,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005JCFF,,,,,,,,,,,,,,,
Industrial Designers Society of Hong Kong,Hong Kong,Industrial Designers Society of Hong Kong (IDSHK) is a non-profit organization founded in 2002.,"Professional Association, Trade/Industrial Organisation","Umbrella,Vacuum Flask,Coffee Pot,Living Room Furniture,Photo Frame,Decorative Lamp,Pet Bed & Mat,Pet Grooming Product,Design Services & Brand Strategy,Association Service",Collaboration Products of ReMIX Creative Business Matching Program Products from IDSHK members,"ODM, Others, OBM",,,"Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2023 DesignInspire, Hong Kong, December 2021",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Industrial-Designers-Society-of-Hong-Kong/1S00OB54J,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M56D,,,,,,,,,,,,,,,
H & J Home Group Limited,Hong Kong,,Buying Cooperative,"Slippers,Quilts,Pillows,Table Cloth","Slipper, Pillow Case",OBM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong International Home Textiles and Furnishings Fair 2023 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Houseware Fair 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/H-J-Home-Textile-Limited/1X0AF5WP,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005HS9H,,,,,,,,,,,,,,,
Pantone LLC,Hong Kong,,Buying Cooperative,Ashtray,Pantone provides a universal language of color that enables color-critical decisions through every stage of the workflow for brands and manufacturers.,OBM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024 HKTDC Hong Kong Gifts & Premium Fair 2018 CENTRESTAGE 2017,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pantone-LLC/1X0A5OT7,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MRSX,,,,,,,,,,,,,,,
Charter Power Development Limited,Hong Kong    |    Factory in Bangladesh,"We have own factory in Bangladesh. Factory set up in year of 2011, the top management and technical core from China to ensure system running and quality control in a smooth way to meet customer standard. Factory Audit:BSCI/SEDEX",Manufacturer,"Cutlery Set, Corkscrew, Wine Stopper, Kitchen Gloves, Can Opener, Kitchen Utensil","Machines (65 sets) : Injection 40 sets, Blowing 12 sets, Imprinting 8 sets, Silicone Compression 1 set, Stamping 2 sets, forming 2 sets Materials - PVC, Silicone, ABS, PP, HIPS, PET, POM, PE, TPR, SAN, & Metal","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Charter-Power-Development-Limited/1S00ON60U,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005IQ9J,charterpower.com.cn,,,,,,,,,,,,,,
City King Inc. Limited,Hong Kong,,Buying Office,"Sculpture,Art & Collectibles,Wall Decoration & Hangings","Gourd Craft, Gifts Gourd, Christmas Gifts","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/City-King-Inc-Limited/1S00OMC73,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005K983,,,,,,,,,,,,,,,
DFA Awards by Hong Kong Design Centre,Hong Kong,Hong Kong Design Centre is a strategic partner of the Hong Kong SAR Government in leveraging the city East-meets-West advantage to create value from design.,Professional Association,"Paper Crafts,Painting & Print,Sculpture,Art & Collectibles,Wall Decoration & Hangings","To achieve our goals, we cultivate a design culture. Bridge stakeholders to opportunities that unleash the value of design. Promote excellence in various design disciplines. Vision is to establish Hong Kong as an international center of design excel",Others,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Design-Centre/1S00P0DDK,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005M52P,,,,,,,,,,,,,,,
Gubleart Workshop,Hong Kong    |    Factory in Chinese Mainland,,"Buying Cooperative, Trade/Industrial Organisation",Art & Collectibles,"The 'Panda' collection of earthenware tea set brings together the unique glamour of Rong County clay and the outstanding creations of Master Liu Yong, a renowned ceramic artist.",Others,'Panda' Earthenware Tea Set Collection,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gubleart-Workshop/1S00P1E8Y,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MDI5,,,,,,,,,,,,,,,
"Hong Kong Heng Fung Household Products Co., Limited",Hong Kong,,"Wholesaler, Exporter, Manufacturer","Flower Arrangement,Resin Crafts,Vase,Aroma Diffuser,Christmas Supply,Home Fragrance","Resin flower arranger, vase, USB aromatherapy machine with music rotating lights.",ODM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Heng-Fung-Household-Products-Co-Limited/1S00OJX8F,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005FSTT,,,,,,,,,,,,,,,
Hong Kong Ka Fu Kitchenwares Limited,Hong Kong    |    Factory in Chinese Mainland,"This is Hong Kong Ka Fu Kitchenwares Limited. Our factory Dongguan Yuda garments factory was established in 1988, with the mindset of manufacturing the best quality oven mitts and potholders possible. With 36 years of experience in manufacture and export home textile, our factory is managed by using the advance ERP management system, and strict quality control is also implemented in the factory. We are an ISO 9001 certified factory, and we comply with the SA8000 standard as well. FDA and BSCI certifications are available. We have also passed factory audits for some of the major clients such as: Wal-Mart, Weber, Costco etc.","Exporter, Manufacturer","Waist Apron, Oven Gloves, Kitchen Gloves","OVEN MITTS, SILICONE OVEN MITTS, MINI MITTS, APRON","OBM, OEM, ODM","YUTAT,YUTAT OVEN MITTS",,"Exhibited in HKTDC Event(s) in recent years Home InStyle 2026 Home InStyle 2025 The Inspired Home Show, Chicago, USA Ambiente, Frankfurt, Germany 2020 International Home and Housewares Show, Chicago, USA 2016 International Home and Housewares Show, Chicago, USA 2015 International Home and Housewares Show, Chicago, USA 2014",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Ka-Fu-Kitchenwares-Limited/1X08E50L,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GA75,www.yutat.com,,,,,,,,,,,,,,
"Jcraft Arts & Crafts Co., Limited",Hong Kong    |    Factory in Chinese Mainland,Our company is a Hong Kong registered company and has own manufacturing factory located in Chinese Mainland.,Export Agent,"Pet Supplies,Pet Toy,Pet Bed & Mat",Pet Goods and Pet Toys such as Pet Toy Balls.,"ODM, OEM",,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Toys & Games Fair 2025 ISPO, Munich, Germany HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition)",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JCRAFT-ARTS-AND-CRAFTS-CO-LTD/1S00OCHNM,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005IZY7,,,,,,,,,,,,,,,
"Jiayi (HK) Trading Co., Ltd.",Hong Kong    |    Factory in Chinese Mainland,"April, Cotton Bag, Gauntlet, Tea Towel, Double Glove",Manufacturer,"Waist Apron,Oven Gloves,Kitchen Gloves,Placemat,Napkin,Table Cloth,Towels,Tea Towel,Cushion Cases,Cushions","PVC Bag, Gauntlet, Tea Towel, Double Glove",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiayi-HK-Trading-Co-Ltd-/1S00P0A3H,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005L6SI,,,,,,,,,,,,,,,
Man Kee Chopping Board,Hong Kong,,Buying Cooperative,Ashtray,,OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Man-Kee-Chopping-Board/1X09DTQV,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005MRVO,,,,,,,,,,,,,,,
"Orientalsun Industry Co., Ltd.",Hong Kong,,"Exporter, Manufacturer","Personal Care Product,Healthcare Product","The major products the company deals with are hot water bottle with covers, microwave heat packs, hand warmers, toys, gift sets with various designs etc..Our company owes test room to ensure all products to have superior quality.",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Orientalsun-Industry-Co-Ltd/1S00OYT7M,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005JQBD,,,,,,,,,,,,,,,
Smart Love Eco-Platform Limited,Hong Kong    |    Factory in Hong Kong,"Smart Love Eco-Platform was established in 2024, but our journey began back in 2022 with AT-Vibe Technology. Our mission is to create a smart and safe city, starting with smart buildings and infrastructure. However, our vision extends beyond that; we aspire to bring the smart and safe concept into every home. We chose to focus on the elderly market rather than the e-generation because we believe in our social responsibility. By prioritizing the needs of our aging population, we aim to enhance their quality of life and ensure their safety in an increasingly digital world. -Vision- We aim to tackle social issues related to the growing elderly population and the expanding market for elder care services, fostering a supportive community where every senior can thrive. -Mission- Smart Love Eco-Platform Limited is dedicated to addressing the critical shortage of care services and enhancing home safety for the elderly, particularly those living alone. Our mission is to provide comprehensive solutions that ensure their well-being and security.","Manufacturer, Import Agent, Distributor, Service Company","Electrical Appliance,Lighting Product,Consumer Electronics,Product Research and Development Service,Elderly Care",Smart Love-Fall Detection Radar Smart Love-Vitals Detection Radar Smart Love-Smart Watch Smart Love-Smart SOS Button,"Others, ODM",Smart Love,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SMART-LOVE-ECO-PLATFORM-LIMITED/1S00OYTRY,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005JZ9A,,,,,,,,,,,,,,,
WHK Centralized Purchasing Limited,Hong Kong    |    Factory in Chinese Mainland,"WHK is a professional manufacturer and exporter of high quality kitchen knives, established in Hongkong in 2009, with 10,000 square meters workshops, the advanced equipment and 150 staff. WHK are our own brand. We won a good reputation from domestic","Buying Cooperative, Buying Office","Wine Glass,Cup","WHK is a professional manufacturer and exporter of high quality kitchen knives, established in Hongkong in 2009, with 10,000 square meters workshops, the advanced equipment and 150 staff. WHK are our own brand. We won a good reputation from domestic",OEM,,,Exhibited in HKTDC Event(s) in recent years Home InStyle 2025 Home InStyle 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/WHK-CENTRALIZED-PURCHASING-LIMITED/1S00OIHWV,https://www.hktdc.com/event/homeinstyle/en/exhibitor/1S005GBQJ,,,,,,,,,,,,,,,
