company name,location,Booth: 1E-C02   |   Hall of Fame - Digital Entertainment   |   ,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Booth: 1A-C09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1CON-020   |   Hall of Fame - Power & Accessories   |   ,Booth: 3B-C02   |   Personal Electronics   |   ,Booth: 1A-D10   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-B13   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-C10   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-A13   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-014   |   RISE Avenue   |   ,Booth: 1B-D08   |   Hall of Fame - Gadgets World   |   ,Booth: 3C-A02   |   Personal Electronics   |   ,Booth: 1CON-017   |   RISE Avenue   |   ,Booth: 1D-B14   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-003   |   RISE Avenue   |   ,Booth: 1C-C02   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 3D-D24   |   Audio Visual Products   |   ,Booth: 1CON-025   |   Hall of Fame - Home Tech   |   ,Booth: 1CON-022   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A04   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D04   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-D06   |   Hall of Fame - Home Tech   |   ,Booth: 1A-B18   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D20   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-A08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A10   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-D05   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-D21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A26   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B08   |   Hall of Fame - Home Tech   |   ,Booth: 1A-C22   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E25   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C09   |   Hall of Fame - Gadgets World   |   ,Booth: 3D-B17   |   Audio Visual Products   |   ,Booth: 1C-D18   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D17   |   Hall of Fame - Home Tech   |   ,Booth: 3B-B01   |   Security Products   |   ,Booth: 1C-A09   |   Hall of Fame - Gadgets World   |   ,Booth: 3E-B12   |   Audio Visual Products   |   ,Booth: 1E-D23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-E21   |   Hall of Fame - Home Tech   |   ,Booth: 1B-C24   |   Hall of Fame - Home Tech   |   ,Booth: 3F-G28   |   Home Appliances   |   ,Booth: 1A-A09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 3G-A32   |   Home Appliances   |   ,Booth: CH-K04   |   Tech Hall   |   ,Booth: 3F-G04   |   Home Appliances   |   ,Booth: 3D-E13   |   Audio Visual Products   |   ,Booth: 3G-B27   |   Home Appliances   |   ,Booth: 3F-D03   |   Beauty & Healthcare Electronics   |   ,Booth: 3C-A28   |   Personal Electronics   |   ,Booth: 3D-B06   |   Audio Visual Products   |   ,Booth: 3C-A12   |   Personal Electronics   |   ,Booth: 3D-B01   |   Automotive & In-Vehicle Electronics   |   ,Booth: 3C-C27   |   Personal Electronics   |   ,Booth: 3B-C07   |   Personal Electronics   |   ,Booth: 3D-C23   |   Audio Visual Products   |   ,Booth: 3G-B03   |   Home Appliances   |   ,Booth: 3B-B05   |   Security Products   |   ,Booth: 3C-B20   |   Telecommunications Products   |   ,Booth: 5C-D24   |   Electronic Accessories and Mobile Electronics   |   ,Booth: GH-D14   |   Future Industries Zone   |   ,Booth: 3G-B15   |   Home Appliances   |   ,Booth: 3F-D16   |   Beauty & Healthcare Electronics   |   ,Booth: 3E-B05   |   Audio Visual Products   |   ,Booth: 3B-C26   |   Personal Electronics   |   ,Booth: 5C-C21   |   Group Pavilion   |   Taiwan Pavilion,Booth: 5C-D19   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3B-B19   |   Security Products   |   ,Booth: 5C-E18   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3G-A18   |   Home Appliances   |   ,Booth: 3F-F19   |   Home Appliances   |   ,Booth: 3B-C16   |   Personal Electronics   |   ,Booth: 3E-A07   |   Audio Visual Products   |   ,Booth: 3D-C08   |   Audio Visual Products   |   ,Booth: 3G-B18   |   Home Appliances   |   ,Booth: 3G-D02   |   Home Appliances   |   ,Booth: 3G-C34   |   Connected Home   |   ,Booth: 5C-B06   |   Group Pavilion   |   Taiwan Pavilion,Booth: 3G-D08   |   Home Appliances   |   ,Booth: 3E-E22   |   Audio Visual Products   |   ,Booth: 3G-A17   |   Home Appliances   |   ,Booth: 3F-C17   |   Beauty & Healthcare Electronics   |   ,Booth: 3G-A16   |   Home Appliances   |   ,Booth: 5C-F17   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3C-E16   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5C-D22   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-C07   |   Beauty & Healthcare Electronics   |   ,Booth: 5C-D06   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-F23   |   Pet Electronics   |   ,Booth: 3G-C06   |   Group Pavilion   |   
"Jinyun YingPai Science and Technology Co.,Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinyun-YingPai-Science-and-Technology-Co-Ltd-/1S00PF3HI,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0068HZM?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kangbeian(dongguan)new materials co.,ltd",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kangbeian-dongguan-new-materials-co-ltd/1S00PBUN9,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067BHA?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leeyo Pilot Electric Technology Co., Ltd",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Leeyo-Pilot-Electric-Technology-Co-Ltd/1X0ADRN4,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00683Y3?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logicom INC,Taiwan    |    Factory in:  Philippines,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Logicom-Inc-/1S00PEM7T,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067CNR?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luxgend Electronics Co., Ltd.",Chinese Mainland,,"Luxgend Electronics Co., Ltd. located in Zhongshan of Guangdong, is a dedicated manufacturer with capacities of design, development and production of utility LED lights, including work lights, spotlights, lanterns, auto lights, etc. With vertically integrated manufacturing capabilities, we are typically with specialty of OEM and ODM service, providing with parallel design, quick proto, NPD management, in-house verification, as the standard package of delivery, both remarkable performance and tangible reliability are the relentless pursuits of our mission. Luxgend team is composed of a group of enthusiastic & experienced people, with a consistent mission to be the real instrumentalist of the lighting industry, we are always available to discuss your wants & needs, and willing to fulfill in a way of reciprocity.",Wholesaler,"Lanterns & Flashlights - B/O, Lanterns & Flashlights - B/O","Lantern, Flashlight, Headlamp, Work Light","OEM, ODM",LUXGEND,www.luxgend.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Outdoor and Tech Light Expo 2023 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Luxgend-Electronics-Co-Ltd-/1S00OWQ24,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064KUY?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxview Ltd,United Kingdom    |    Factory in:  United Kingdom,,UK Design and Manufacturer. Specialising in Internet 4G/5G reception products for leisure market.,"Manufacturer, Exporter",Mobile Phone Antenna,UK Design and Manufacturer. Specialising in Internet 4G/5G reception products for leisure market.,"ODM, OEM",Maxview Ltd,www.maxview.co.uk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2016 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2015,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maxview-Ltd/1X0972GE,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00628QM?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xinjiang Moonleaf Electric Appliance Co., Ltd",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xinjiang-Moonleaf-Electric-Appliance-Co-Ltd/1S00PET9G,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067ZKD?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Musilab Electronic (Dongguan) Co., Ltd.",Chinese Mainland,,,"Manufacturer, Exporter","Hi-Fi Equipment, Hi-Fi Equipment, Hi-Fi Equipment",Bluetooth Speaker,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Musilab-Electronic-Dongguan-Co-Ltd-/1X079O3X,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064SD5?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Baotong Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-BAOTONG-TECHNOLOGY-CO-LTD/1S00P43HI,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00636GI?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO COMPAWION PET SUPPLIESCO.,LTD",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-COMPAWION-PET-SUPPLIESCO-LTD/1S00PDILR,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067MCE?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO FENGTAI PLASTIC ELECTRIC CO., LTD.",Chinese Mainland,,,"Department Store, Chain Store, Export Agent","Connector, Electrical Wire & Cable, Connector, Electrical Wire & Cable",Cable Tie Series Terminal & ConnectorSeries Insulated Soft CasingSeries Terminal Block Series,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-FENGTAI-PLASTIC-ELECTRIC-CO-LTD-/1S00PEXC3,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00686A0?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO HAISHU ARCUS TRADING CO.,LTD",Chinese Mainland,,,"Chain Store, Buying Cooperative, Buying Office","Lanterns & Flashlights - B/O, Amplifier, LED Display Board, Massager, Lanterns & Flashlights - B/O, Amplifier, LED Display Board, Massager","LED light, electric fan.massage gun","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-HAISHU-ARCUS-TRADING-CO-LTD/1S00PD3PU,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067BPM?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo HSL Import & Export Co., Limited",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HSL-Limited/1X0ADVPQ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067I9R?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO JASUN ELECTRICAL CO.,LTD .",Chinese Mainland,,,"Exporter, Manufacturer","Lanterns & Flashlights - B/O, LED Display Board, LED Display Board, Lanterns & Flashlights - B/O, LED Display Board, Lanterns & Flashlights - B/O","WORKLIGHT ,HEADLAMP ,CAMPING LANTERN",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-JASUN-ELECTRICAL-CO-LTD-/1S00PCXB6,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064JAN?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NINGBO KECHENG ELETRIC MANUFACTURER CO. LTD,Chinese Mainland,,,Distributor,"Electric Kettle, Electric Kettle, Electric Kettle",ELECTRICKETTLE,"OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-KECHENG-ELETRIC-MANUFACTURER-CO-LTD/1S00PBJ9Q,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064P0B?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo S&D Metalwork Co., Ltd.",Chinese Mainland,,,"Manufacturer, Exporter","Hi-Fi Equipment, Television","monitor arm, monitor stand, TV Cart, laptop stand","OEM, OBM, ODM",,www.sendingsmart.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-S-D-METALWORK-CO-LTD/1S00P3WFV,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00636HF?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Shimaotong International Co., Ltd.",Chinese Mainland,,,Importer,,"SOLDERING LRON,HOT AIR GUN,NETWORK PLIERS,HOT GLUE GUN",OBM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Shimaotong-International-Co-Ltd/1S00OMVO5,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064NF4?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO TIMMINS ELECTRONIC TECHNOLOGY CO., LTD.",Chinese Mainland    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-TIMMINS-ELECTRONIC-TECHNOLOGY-CO-LTD-/1S00PDD1K,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064TO7?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO YILIN ELECTRONICS TECHNOLOGY CO.,LTD.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-YILIN-ELECTRONICS-TECHNOLOGY-CO-LTD-/1S00PDAOQ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064J6Z?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO YIYUAN ELECTRIC APPLIANCE CO.,LTD",Chinese Mainland,,,Manufacturer,"Electric Coffee Maker, Electric Skillet, Electric Kettle, Electric Coffee Maker, Electric Skillet, Electric Kettle",专营厨房小家电，经验丰富,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-YIYUAN-ELECTRIC-APPLIANCE-CO-LTD/1S00PEPJQ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067MKQ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINGBO ZIAU ELECTRICAL APPLIANCE CO., LTD",Chinese Mainland,,,Exporter,"Electronic Kitchen Scale, Electronic Kitchen Scale, Electronic Kitchen Scale",LED mirror,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-ZIAU-ELECTRICAL-APPLIANCE-CO-LTD/1S00PDAHB,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064I39?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Anchi Electrical Appliance Co.,ltd.",Chinese Mainland,,,"Manufacturer, Wholesaler",Tyre Pressure Gauge,Tire Inflator Car Jump Starter Auto Vacuum Cleaner,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Anchi-Electrical-Appliance-Co-ltd-/1S00PCQ7P,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067BJ4?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Anmas Optoelectronic Co., Ltd",Chinese Mainland    |    Factory in:  Chinese Mainland,,"Ningbo Anmas Optoelectronic Co., Ltd(Anmas International Limited) was found in 2011, located inNingbo of Zhejiang Province. With more than 10 years development and experience, we havebecome a leading expert of manufacturing and exporting different kinds of optical and electronicproducts, including magnifying lamps, magnifiers, microscopes, binoculars and compasses, etc. Atthe same time, we also provide table lamps, working lamps and some other LED lamps accordingto customers's requirements.","Exporter, Manufacturer","Nail Dryer and Nail Polisher, Electronic Measuring Device, Testing Instrument For Electrical / Electronic Product, Automotive Lighting, Electronic Educational Toy","Magnifying Lamp, Magnifier, Working Lamp, Magnifying glass, Microscope, Telescope","ODM, OEM",,www.anmas-nb.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Anmas-Optoelectronic-Co-Ltd/1S00PELE9,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067BCP?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo Chengbang Office Equipment Co Ltd,Chinese Mainland,,,Manufacturer,"Projector, Laminator, Paper Shredder, Projector, Laminator, Paper Shredder",paper shredder. Laminator. Vacuum sealer. Kitchen Composter,Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Stationary Fair 2010 HKTDC Hong Kong International Stationery Fair 2009 Hong Kong International Stationery Fair 2008,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Chengbang-Office-Equipment-Co-Ltd/1X00MOR9,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006843N?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningbo Chengtuo Electric Appliance Co Ltd,Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Chengtuo-Electric-Appliance-Co-Ltd/1X06FY06,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067ZGP?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Dinghao Electrical Appliances Co.,Ltd",Chinese Mainland,,,Manufacturer,"Electric Coffee Maker, Electric Deep Fryer, Electric Coffee Maker, Electric Deep Fryer","Air fryer, Coffee Machine","OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Dinghao-Electrical-Appliances-Co-Ltd/1S00OA0Y6,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067MQ8?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Freasy Electronics Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Freasy-Electronics-Co-Ltd-/1S00OO6OU,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063DWZ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
