company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Company Background,Company Website,Other Certificates,Booth: 1B-F05   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-D12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-B19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-004   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1E-C09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A24   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-F11   |   Hall of Fame - Home Tech   |   ,Booth: 1D-B12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-B02   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-F14   |   Hall of Fame - Home Tech   |   ,Booth: 1C-A02   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C06   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E06   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-E25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B21   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B20   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-A12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D05   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-C22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5B-D04   |   Personal Electronics   |   ,Booth: 5C-B01   |   Personal Electronics   |   ,Booth: 1D-A22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B18   |   Hall of Fame - Home Tech   |   ,Booth: 3G-B35   |   Home Appliances   |   ,Booth: 1A-B04   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-B25   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E26   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5E-A26   |   Health Tech & Fitness   |   ,Booth: 5G-D12   |   Electronic Manufacturing Services (EMS)   |   ,Booth: 5B-D16   |   Personal Electronics   |   ,Booth: 5G-D01   |   Audio Visual Products   |   ,Booth: 3G-B37   |   Home Appliances   |   ,Booth: 3G-C30   |   Home Appliances   |   ,Booth: 5B-E07   |   Personal Electronics   |   ,Booth: 3F-C30   |   Electronic Accessories   |   ,Booth: 5F-G23   |   Audio Visual Products   |   ,Booth: 5B-F29   |   Personal Electronics   |   ,Booth: 3F-F16   |   Home Appliances   |   ,Booth: 3F-F32   |   Home Appliances   |   ,Booth: 3G-D25   |   Home Appliances   |   ,Booth: 3G-D05   |   Home Appliances   |   ,Booth: 3F-E03   |   Electronic Accessories   |   ,Booth: 3F-F35   |   Electronic Accessories   |   ,Booth: 5C-F05   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5E-G09   |   Energy Storage & E-mobility   |   ,Booth: 3F-F43   |   Electronic Accessories   |   ,Booth: 3G-A15   |   Home Appliances   |   ,Booth: 3G-C11   |   Home Appliances   |   ,Booth: 5E-E02   |   Energy Storage & E-mobility   |   
"OnKey Electronic Technology Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Electronic Kitchen Scale, Electric Water Dispenser",Pet heating bowl,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/OnKey-Electronic-Technology-Co-Ltd-/1S00P3KNJ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V5CV,"Dongguan Wangjian Electronic Technology Co., Ltd. is located in Dalang Town, Dongguan City, Guangdong Province, which enjoys convenient transportation and beautiful scenery. It covers an area of over 30,000 square meters and has more than 400 employees. During the peak production season, the daily output can reach 35,000 pieces of products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RICH HAOYUAN(HUIZHOU) Energy Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Rice Cooker, Refrigerator, Pancake Maker",home appliances,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/RICH-HAOYUAN-HUIZHOU-Energy-Technology-Co-Ltd-/1S00OXO0C,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005WVQZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHENZHEN TOHACHI INDUSTRIAL CO., LTD",Chinese Mainland,,Others,"Energy and Charging Infrastructures, Solar Cell",Energy storage products,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-TOHACHI-INDUSTRIAL-CO-LTD/1S00OSUAC,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005T6RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Xinlong Plastic Manufacturing Co., Ltd.",Chinese Mainland,,Manufacturer,"Connector, Eco-friendly Auto Parts & Accessories for Vehicle",Cable Ties Series,"OBM, OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 electronicAsia 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHANGHAI-XINLONG-PLASTIC-MANUFACTURING-CO-LTD/1X084UZJ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XKWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shantou Taihua Electrical Co., Ltd.",Chinese Mainland,,"Export Agent, Manufacturer","Car Entertainment System, Car Amplifiers","We professionally manufactures only the finest high performance car audio equipment. Meantime we offer distinct product lines covering car amplifiers, speakers, slim subwoofers through research, innovation to the highest standard.","OEM, ODM",MBQ,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Taihua-Electrical-Co-Ltd/1S00OIHS7,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VHQD,"We are a professional corporation that integrates research, design, customization and manufacturing for car audio related products. A vast production base, advanced equipment and decades of experience have contributed to our rapid development in the industry. We listen to our customers' voices. We embrace cutting-edge technology. Ultimately, a true sound and music quality will be a reality. In addition to our own brand MBQ?, we are authorized dealer and distributor for German Blaupunkt and Italian Audison. Our award-winning products and designs have gained many approved national patents and are popular among global music enthusiasts. Featuring flexible and high-end OEM/ODM capacities, we have established a fruitful working relationship with our friends and world-wide business associations.",www.mbqaudio.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaoxing Yiqiang Electric Appliance Technology Co.,Ltd",Chinese Mainland,,Exporter,,"HAIR DRYER,HAIR STRAIGHTENER,HAIR CURLER,HAIR BRUSH","ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Yiqiang-Electric-Appliance-Technology-Co-Ltd/1S00OXO19,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ZEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shengzhou Huada Electronic Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Hi-Fi Equipment, Speakers","Shengzhou Huada Electronic Co.,Ltd.,located in the Nationalfamous Speaker Hometown —Ganlin Industrial Zone, Shengzhou City, owns an area of 7280 square meters.",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/shengzhou-huada-electronic-co-ltd/1S00OEGZN,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VHWV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Careud Technology Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Electrical Socket, Battery",On-board electronics,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Careud-Technology-Co-Ltd/1S00OCDXW,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VOOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Eshome Technology Co., Ltd.",Chinese Mainland,,"Chain Store, Buying Office, Buying Cooperative",Electric Toothbrush,"Electric toothbrush,Oral Irrigator,Beauty apparatus","OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Eshome-Technology-Co-Ltd-/1S00OMZ6J,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YN27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Fujiasheng Innovation Technology Co., Ltd.",Chinese Mainland,,Manufacturer,Set Top Box,set top box,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Fujiasheng-Innovation-Technology-Co-Ltd-/1S00OSN27,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W7L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen JinLiZhao Electronics Technology Co Ltd,Chinese Mainland,,Exporter,"Hi-Fi Equipment, Earphone, Blu-ray Player","Headphones, audio equipment",OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-jinlizhao-Electronics-Technology-Co-ltd/1S00P4PSZ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XKR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Margotan Tech Co., Ltd.",Chinese Mainland,,Manufacturer,"Men's Electric Shaver, Nail Dryer and Nail Polisher, Blood Glucose Monitor",Home use beauty device,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Margotan-Tech-Co-Ltd-/1S00OQ5L4,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V7EN,,,"ISO9001 Issued By ZNL (BEIJING) CETIFICATION CO., LTD Type ISO_9001 Valid Date 12 Dec 2022 - 11 Dec 2025 BSCI Issued By Bureau Veritas Hong Kong Limited Type BSCI Valid Date 26 Sep 2023 - (N/A) Show More",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Tongyi Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Fitness Tracker, Smart Watch","Shenzhen Tongyi Technology Co.,Ltd",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Tongyi-Technology-Co-LTD/1S00OAO5X,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YRR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Winswift Technology Limited,Chinese Mainland,,"Manufacturer, Exporter","Humidifier, Juice Extractor",Vacuum Cleaner Jet Turbo Fan,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Winswift-Technology-Limited/1X0AK2Q4,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V5L4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suzhou Puwote Purification Equipment Co., Ltd.",Chinese Mainland,,Manufacturer,Dehumidifier,"Home vacuum cleaner filters, floor cleaning robot accessories, home air purifier filters, and other cleaning accessories","OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suzhou-Puwote-Purification-Equipment-Co-Ltd-/1S00OZCK0,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UW4S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tdeall Technology Co., Limited",Chinese Mainland,,"Manufacturer, Exporter",Portable Hot Plate,Home energy storage Household energy storage,"OEM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tdeall-Technology-Co-Limited/1X0ACR9I,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YMZH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vison Light Source Co., Ltd. (Ningbo Free Trade Zone)",Chinese Mainland,,Distributor,,LED RECHARGEABLE BULB,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vison-Light-Source-Co-Ltd-Ningbo-Free-Trade-Zone-/1X0AXVPQ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XFDI,"VISON LIGHT SOURCE CO.LTD(NINGBO F.T.Z) ADD:Room 9-8, 9 Floor, BinJiang Commercial Plaza,No. 247 YueSheng Road, YingZhou District,Ningbo, China.",www.visonlight.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wenzhou Volsun Intelligent Technology Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Electric Hair Curler, Heater, Electric Hair Clipper, Hair Dryer, Men's Electric Shaver","Heater,Shaver , hair trimmer,hair straightener,hair dryer","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Volsun-Intelligent-Technology-Co-Ltd/1S00P40O0,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005TFAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waltek Testing Group (Foshan) Co., Ltd.",Chinese Mainland,,Service Company,Quality Inspection and Testing,"Inspection, Chemical Restricted Substances Testing, Food Contact MaterialsTesting, Energy Efficiency Testing, EMc Testing & Certification, AutomotiveElectronics & Reliability Testing, Safety Testing & Certification, Wireless Testing &Certification",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Waltek-Testing-Group-Foshan-Co-Ltd-/1S00P2T3Y,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YMUW,"Waltek, one of the leading third-party testing, certification and inspectionorganization, we have established branches, including Shenzhen, Foshan,Zhongshan, Huizhou,Suzhou, Ningbo, chengdu, Hong Kong and set up multipletesting laboratories to provide one-stop service for customers. We aims to offertesting, certification and inspection service for Household appliances, lamps anddrives, IT/AV products, wireless and communication products, Internet of Thingsand smart homes, power and transformers, batteries and mobile power suppliespower tools, switch socket controllers and components, automotive electronicsand components, textiles Footwear and leather, toys and baby products, food andcosmetics, chemical products, light industrial products, consumer goods etc. tomake sure product quality and meet the standards of global market. We provideproduct compliance in Safety, EMc electromagnetic compatibility, radio frequencyRF, chemical non-toxicity, food and cosmetic and food contact material testing,enyefficiency,material analysis, product performance and reliability,environmental protection, microbiological testing, etc, Besides, we could help ourcustomers to factory audit, inspect and supplier chain control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wenzhou Miix Electronics Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Exporter",Electric Massagers,"neck massager, back massager, foot massager, massge pillow, massage cushion","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Miix-Electronics-Co-Ltd-/1X09FKHV,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005W2DV,"Founded in 2010, Wenzhou Miix Electronics Co., Ltd. is a professional massage products manufacturer specialized in developing and manufacturing massage pillows, massage cushions, neck massagers, foot massagers, etc.",www.miix-massager.com.cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wenzhou Songling healthcare equipment Co., Ltd.",Chinese Mainland,,Manufacturer,"Electric Iron, Electric Massagers",Massager,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Songling-healthcare-equipment-Co-Ltd-/1S00OGQBD,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ZESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wuhan Pakcare Bio-Technology Co., Ltd.",Chinese Mainland,,"Others, Exporter",Electric Massagers,USB Electric Heating Products,"OEM, OBM, ODM, Others",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong International Medical Devices and Supplies Fair 2016,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/WUHAN-PAKCARE-BIO-TECHNOLOGY-CO-LTD/1S00NL2B1,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XZM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiamen King Height Electronic Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter","Electronic Timer, Digital Clock, Calculator","WIFI Weather Sation,RCC CLOCK,Kitchen Timer, Kitchen Thermometer","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Gifts & Premium Fair 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-King-Height-Electronic-Co-LTD/1S00OBFDI,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UG2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiamen New Journey Health Technology Co., Limited",Chinese Mainland,,"Retailer, Shopping Mall, Distributor, Service Company, Buying Cooperative, Import Agent, Professional Association, Department Store, Chain Store, Export Agent, Buying Office, Trade/Industrial Organisation, Government, Exporter","Electric Massagers, Electric Massage Chair",The high-tech enterprise with the most brand value and innovation ability in the field of massage products!,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-New-Journey-Health-Technolog-Co-Limited/1S00OUK2A,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UG9T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiamen Print Future Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Electronic Timer, Digital Camera, Digital Photo Frame, Electronic Gadget",手持式标签打印机 桌面式标签打印机 便携式标签打印机,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Print-Future-Technology-Co-Ltd-/1S00OY5GJ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XF70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yingjiehaotian (Guangdong) Electronic Technology Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter",Electric Toothbrush,Professional dental washers one-stop(OEM/ODM) factory,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yingjiehaotian-Guangdong-Electronic-Technology-Co-Ltd-/1S00OOCNR,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005WMMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
