company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,"Booth: 5C-C02, 5B-S011   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Certificates,Verified Certificates,Other Certificates,Company Website,"Booth: 5B-S015, 1B-C06   |   Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase, Deluxe Gift Ideas   |   ",Booth: 5B-B07   |   Corporate Gifts   |   ,Booth: 1E-F31   |   The Hong Kong Exporters' Association Pavilion - Isle of Originality   |   ,Booth: 5C-C02   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK,Booth: 5B-C17   |   Advertising Premium   |   ,Booth: 1D-C03   |   Hall of Fine Designs   |   ,Booth: 1C-D03   |   Hall of Fine Designs   |   ,Booth: 1C-E13   |   Hall of Fine Designs   |   ,Booth: 1B-C01   |   Deluxe Gift Ideas   |   ,"Booth: 1A-F41, 5B-S007   |   Deluxe Gift Ideas, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 1B-D23   |   Deluxe Gift Ideas   |   ,Booth: 1B-A24   |   Deluxe Gift Ideas   |   ,Booth: 1B-G23   |   Deluxe Gift Ideas   |   ,Booth: 1C-F34   |   Deluxe Gift Ideas   |   ,Booth: 1B-F10   |   Deluxe Gift Ideas   |   ,Booth: 1C-A24   |   Deluxe Gift Ideas   |   ,Booth: 1C-A01   |   Deluxe Gift Ideas   |   ,Booth: 1A-F03   |   Deluxe Gift Ideas   |   ,Booth: 1A-B40   |   Deluxe Gift Ideas   |   ,Booth: 1E-D39   |   Deluxe Gift Ideas   |   ,Booth: 1CON-081   |   Deluxe Gift Ideas   |   ,Booth: 1B-B20   |   Deluxe Gift Ideas   |   ,Booth: 1B-D02   |   Deluxe Gift Ideas   |   ,Booth: 1D-A05   |   Hall of Fine Designs   |   ,Booth: 1B-A32   |   Deluxe Gift Ideas   |   ,Booth: 3B-E35   |   Green Living   |   ,Booth: 1B-F02   |   Deluxe Gift Ideas   |   ,Booth: 1C-E29   |   Deluxe Gift Ideas   |   ,Booth: 1B-A02   |   Deluxe Gift Ideas   |   ,Booth: 1B-A38   |   Deluxe Gift Ideas   |   ,Booth: 1D-B34   |   Deluxe Gift Ideas   |   ,Booth: 1A-D23   |   Deluxe Gift Ideas   |   ,Booth: 1C-C23   |   Deluxe Gift Ideas   |   ,Booth: 1B-D19   |   Deluxe Gift Ideas   |   ,Booth: 1E-A36   |   Deluxe Gift Ideas   |   ,Booth: 1A-E11   |   Deluxe Gift Ideas   |   ,Booth: 1D-A30   |   Deluxe Gift Ideas   |   ,Booth: 1C-B12   |   Deluxe Gift Ideas   |   ,Booth: 1A-D37   |   Deluxe Gift Ideas   |   ,Booth: 1C-A05   |   Deluxe Gift Ideas   |   ,Booth: 1B-D22   |   Deluxe Gift Ideas   |   ,Booth: 1E-C32   |   Deluxe Gift Ideas   |   ,Booth: 1B-E27   |   Deluxe Gift Ideas   |   ,Booth: 1B-E39   |   Deluxe Gift Ideas   |   ,Booth: 1E-A31   |   Deluxe Gift Ideas   |   ,Booth: 1B-E43   |   Deluxe Gift Ideas   |   ,Booth: 1B-G33   |   Deluxe Gift Ideas   |   ,Booth: 1A-B14   |   Deluxe Gift Ideas   |   ,Booth: 1D-B38   |   Deluxe Gift Ideas   |   ,Booth: 1CON-035   |   Deluxe Gift Ideas   |   ,Booth: 1A-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G20   |   Deluxe Gift Ideas   |   ,Booth: 1A-A08   |   Deluxe Gift Ideas   |   ,Booth: 1B-C44   |   Deluxe Gift Ideas   |   ,Booth: 1A-A16   |   Deluxe Gift Ideas   |   ,Booth: 1B-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G16   |   Deluxe Gift Ideas   |   ,Booth: 1E-A44   |   Deluxe Gift Ideas   |   ,Booth: 1C-B24   |   Deluxe Gift Ideas   |   ,Booth: 1B-C13   |   Deluxe Gift Ideas   |   ,Booth: 5B-F26   |   Advertising Premium   |   ,Booth: GH-F09   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D43   |   Green Living   |   ,Booth: GH-A12   |   Travel & Luggage   |   ,Booth: 5CON-02A   |   Advertising Premium   |   ,"Booth: 5B-D13, 5B-S012   |   Advertising Premium, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 3B-A14   |   Taiwan Pavilion   |   ,Booth: 3B-C43   |   Tech Gifts   |   ,Booth: GH-B03   |   Travel & Luggage   |   ,Booth: 5B-C08   |   Advertising Premium   |   ,Booth: 3B-C23   |   Tech Gifts   |   ,Booth: GH-E04   |   Decorative Gifts & Festive Items   |   ,Booth: 5B-D07   |   Advertising Premium   |   ,Booth: 5B-B20   |   Advertising Premium   |   ,Booth: 5C-B20   |   Advertising Premium   |   ,Booth: 3B-B13   |   Taiwan Pavilion   |   ,Booth: 5B-C14   |   Advertising Premium   |   Cantonese Business Go Global,Booth: GH-D21   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion),Booth: 5C-D21   |   Advertising Premium   |   ,Booth: GH-F17   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D41   |   Green Living   |   ,Booth: 3B-B18   |   Tech Gifts   |   ,Booth: 3B-D39   |   Green Living   |   ,Booth: 3B-C37   |   Tech Gifts   |   ,Booth: 5C-E01   |   Stationery   |   ,Booth: 3B-E18   |   Tech Gifts   |   
"Ningbo Hi-Tech Zone Sengfeng Imp. & Exp.Co., Ltd.",Chinese Mainland,,"Exporter, Importer, Buying Office, Buying Cooperative, Distributor, Import Agent, Government, Export Agent","Vacuum Flask, Gift Stationery, Umbrella, Handbag, Mug, Souvenir & Premium, Shopping Bag, Advertising Premium, Wooden Toy, Environmental Friendly Product","Recycle items, such as recycle ball pen, Recycle notebook, Recycle key chain, Recycle bottle.","OEM, ODM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hi-Tech-Zone-Sengfeng-Imp-Exp-Co-Ltd-/1X0AELZA,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005L7HE,,,,,,,www.nbsengfeng.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheng Shiuh Metal Co., Ltd.",Taiwan    |    Factory in Taiwan,,"Manufacturer, Exporter","Metal Toy,Souvenir & Premium,Stationery & Office Equipment,Hobby & Collector's Item,Festival Item","Our main products: Metal cash box, Metal saving box and Metal first-aid box are safe, easy and convenient to use. You can tell us your preferred items, and then we can offer more favorable quotations for you.","OBM, OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 HKTDC Hong Kong Gifts & Premium Fair 2014 HKTDC Hong Kong Gifts & Premium Fair 2013 HKTDC Hong Kong Houseware Fair 2013 HKTDC Hong Kong International Stationery Fair 2013 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheng-Shiuh-Metal-Co-Ltd/1X04NHI3,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JSIQ,"Sheng Shiuh Metal Co., Ltd. was founded in 1986,as a manufacturer and exporter specialized in various Metal Box Our factory is located in Chang-Hua, central Taiwan, and has nearly 3,300 square meter of floor space to accommodate the office, factory and warehouse.",,,,,D&B Checked Issued By - Type OTHERS Valid Date 21 Feb 2025 - 20 Feb 2026 SMETA SEDEX Issued By INTERTEK Type SEDEX Valid Date 09 Jul 2024 - 09 Jul 2025 Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tonglu Ipromo Import&Export Co., Ltd.",Chinese Mainland,,"Exporter, Import Agent",Writing Equipment,Pen and promotion pen.,"OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tonglu-Ipromo-Import-Export-Co-Ltd/1X09FHBA,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J7GH,We are a trading company.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"V-Trust Inspection Service Co., Ltd.",Chinese Mainland,,Others,"Ceramic Flower Vase,Candle,Decoration & Craft,Christmas Lighting,Artificial Christmas Tree,Christmas Decoration,Easter Product,Halloween Product,Balloon,Festival Item",1 During Production Inspection 2 Pre-shipment Inspection 3 Container Loading Supervision 4 Production Monitoring 5 Sample Check 6 Factory Audit 7 Social Compliance Audit 8 Simple Factory Audit 9 Credit Audit 10 Laboratory Testing,ODM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong Toys & Games Fair 2025 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/V-Trust-Inspection-Service-Co-Ltd/1X00PQYW,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J7K5,"V-Trust Inspection Service was created in 2006 to help solve the problem of poor-quality goods delivered by factories and it is now the largest product inspection company from China and holds full international accreditation and qualifications, such as, - TIC Council & IFIA (The International Federation of Inspection Agencies) accreditation - CNAS17020 (ISO/IEC17020) & ILAC, the qualification of technical and quality assurance level - AQSIQ, Chinese government qualification - Partner of ASQ (American Society for Quality) - APSCA (Association of Professional Social Compliance Auditors) - Sedex Affiliate Audit Company (AAC) As an independent third-party inspection company, V-Trust has a sound inspection network covering China, Vietnam, India, Malaysia, Thailand, Bangladesh, Pakistan, Cambodia and Indonesia. Our 360+ full-time inspectors are well trained, reliable and experienced in inspection for a wide product range, including electrical & electronic products, textiles & garments, lighting products, home appliances, houseware, chemicals & minerals, food & agricultural products, etc. In 2022, more than 12,000 importers and buyers all over the world benefited from our quality control services. The inspections we conducted exceeded 100,000 man-days annually.",V-Trust,,,,ISO 9001:2015 Standard Issued By IAF Type ISO_9001 Valid Date 10 Jan 2022 - 09 Jan 2025 IFIA Approved Issued By IFIA Type OTHERS Valid Date 17 Oct 2014 - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yidu Group Co., Ltd.",Taiwan,,"Exporter, Manufacturer","Stationery & Office Equipment,Artist Supply,Gift Stationery,Adhesive Tape","LAMINATING FILM, SELF-ADHESIVE POCKET, BOOK COVER FILM, Nano-tech double-sided tape.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2016,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yidu-Group-Co-Ltd/1S00O27TE,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HKIY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yiwu Hanpai Jewelry Co.,ltd",Chinese Mainland,,"Manufacturer, Retailer",Decoration & Craft,"Patch, Drawstring Bag, Hair Accessories.","OEM, Others, OBM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Hanpai-Jewelry-Co-Ltd/1S00OBXY9,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005LLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Young Town Enterprises Co., Ltd.",Taiwan,,"Manufacturer, Export Agent, Department Store, Import Agent, Chain Store, Retailer, Exporter, Distributor, Importer, Wholesaler","Wall Clock,Watch","Clock movements are arguably the most important part of a clock. OEM/ODM projects are welcome, including Pendulum Cuckoo Clock, Perpetual Calendar Clock, Dynamic Creative Clock and so on. Our products are in high quality with reasonable price.","OBM, ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Watch & Clock Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC Hong Kong Watch & Clock Fair 2022 HKTDC Hong Kong Gifts & Premium Fair 2022 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Young-Town-Enterprises-Co-Ltd/1X04N6A8,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJDE,"Young Town Enterprises which has over 48 year experience in clock field, the professional clock movement and new function clock manufacturer. We are working hard to master the craftsmanship of time. Our company has made a commitment to quality. Young Town has patents around the world, including America, China, Hong Kong, India, Indonesia, Iran, Korea, Taiwan and Vietnam. Also, we do the CE, RoHS, REACH, FCC and D&B D-U-N-S Certified every year.","Young Town,12888",,,,"RoHs , Reach Issued By SGS, ALPHA Type - Valid Date (N/A) - (N/A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young Zone Jewelry Co Ltd,Thailand    |    Factory in Thailand,,"Wholesaler, Manufacturer","Executive Gift,Wedding Gift & Accessory",A gift from the heart carded jewelry with any original develop or changes. Made of silver or cheaper metals.,"OEM, Others",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong International Jewellery Show 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Young-Zone-Jewelry-Co-Ltd/1X08FJC3,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005K7ZW,"Manufacturers and exporters of Silver, Brass stainless steel and pewter jewelry since 1998, known with our huge collection of inspirational jewelry on cards or/and in bottles with wide messages cards and jewelry. with our design and develop team we are able to do all our customers dreams develop come true.","Young zone jewelry,Emotional gift",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hownew Enterprise Limited,Hong Kong,,"Export Agent, Importer, Exporter, Manufacturer, Import Agent","Travel Adaptor, Cooler Bag, Backpack",Foldable Bags.,"OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Hong Kong International Stationery & School Supplies Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hownew-Enterprise-Limited/1S00OMX7I,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005IPQ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxim Company (H.K.) Limited,Hong Kong    |    Factory in Vietnam,,Manufacturer,"Recycled Paper Product, Environmental Friendly Product, Recycled Plastic Product","Sustainable Packaging, EcoTrac Item-level Traceability Platform, RFID.",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 Fashion InStyle 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 The Inspired Home Show, Chicago, USA CES - International Consumer Electronics Show, Las Vegas, USA Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maxim-Company-Hong-Kong-Limited/1X00LZMH,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005GB4D,"Maxim is the innovative leader in the industry with a sustainable, global approach, supported by over 51 years of expertise with subject matter professionals dedicated to strategic brand solutions. With more than 3000 subject matter experts across 20 countries, our product knowledge spans across RFID, heat transfer, premium packaging, variable data, and much more.",EcoTrac,,,,,maxim-group.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Elite Global Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Souvenir & Premium, Mug, Magnetic Premium, Key Case, Badge","We design and produce a wide range of souvenir products to all over the world including ceramic, porcelain, glass, decal, bag, poly resin, metal, pvc, rubber, key chain magnet item and other sundry souvenir items.",Others,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2013 HKTDC Hong Kong Gifts & Premium Fair 2012 HKTDC Hong Kong Gifts & Premium Fair 2011 HKTDC Hong Kong Gifts & Premium Fair 2010 HKTDC Hong Kong Gifts & Premium Fair 2009 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mega-Elite-Global-Limited/1X00AVPQ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005G0M6,"We (Mega Elite Global Ltd.) specialize in supplying a wide range of souvenir products to all over the world. The component facilities of us in China include the trading company in Shenzhen, and R&D as well as factories such as porcelain ware, stoneware, glassware, poly resin, pewter and decal in Chaozhou and Zibo, constructing a completed and professional service system.",,,,,,www.megaelite.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi Toys International Limited,Hong Kong,,"Distributor, Wholesaler, Exporter","Wooden Toy, Metal Toy, Educational Toy","It's a factory with its own design and development team, Professional manufacture of WOODEN TOYS, ITELLIGENCE TOYS, OEM & ODM are accepted.","ODM, OBM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC International Sourcing Show 2021 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MI-Toys-Int-l-Ltd/1X04ZYLL,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005F53M,"IT'S a factory with its own design and development team,professional manufacture of wooden toys,intelligence toys,OEM&ODM",,,,,"ISO 90001, ICTI, BSCI, FSC, Issued By - Type - Valid Date (N/A) - (N/A)",mi-toys.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhenjiang Coeuse Import & Export Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer",Plush Toy,"Plush Toys, Electric Toys and Baby Toys. Mainly engaged in wildlife product series, and we are rich design experience.",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2023 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhenjiang-Coeuse-Import-Export-Co-Ltd-/1X08IEBJ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FB3G,,,,,,营业执照 Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3D Visual Gift Co., Limited",Hong Kong,,Exporter,"Photographic Equipment,Computer Peripherals & Accessories,Mobile Phone Accessory",3D Lamp.,"ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/3D-Visual-Gift-Co-Limited/1X0AFBW7,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005GF56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a (Asia Pacific) Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Gift Stationery, Stationery & Office Equipment, Environmental Friendly Product, Memo Pad, Paper & Paper Product, Executive Gift, Paste & Glue, Souvenir & Premium, Recycled Paper Product","Sticky notes, Laser engravers.","ODM, OBM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/4A-Asia-Pacific-Limited/1X05A0T7,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005IUWI,"Sticky notes, Laser engravers.",,,,,,www.4apaper.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Well Enterprises Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Playing Card,Picture Frame,Painting & Print,Decoration & Craft,Stationery & Office Equipment,Note Book,Memo Pad,Christmas Decoration,Festival Item,Printed Matter","Using the patented technology, we derive various static-stay (electrostatic) stickers. The product is FREE OF GLUE and can be applied to any smooth surface. It will LEAVE NO TRACE after removal. In addition, we also provide OEM production services.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Book Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Book Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Book Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Book Fair 2022 HKTDC Hong Kong Book Fair 2021 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Allied-Well-Enterprises-Limited/1X09Z46I,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005J396,,QuickFilm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Kidz Limited,Hong Kong    |    Factory in Chinese Mainland,,"Manufacturer, Exporter","Educational Toy,Plush Toy,Plastic Toy,Baby Toy,Baby Product,Souvenir & Premium","Angel Kidz are experienced in vinyl toys, hard plastic items, cut and sew items for US and European markets, also, we are used to provide quality items. Besides, we can provide one stop service from design to shipment.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2023 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Angel-Kidz-Ltd/1X08Z7KV,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005G0GO,"Angel Kidz Limited are experienced in vinyl toys, hard plastic items, cut and sew items for US and European markets, also, we are used to provide quality items that complied with safety requirements. Besides, we can provide one stop service from design to shipment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
