company name,location,Booth,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,Company Website,Certificates,Other Certificates
Shanghai Jade Gems Factory Limited,Hong Kong    |    Factory in Chinese Mainland,Booth: AWE 8-C23   |   Semi-Precious Stone   |   ,"Wholesaler, Distributor, Exporter, Manufacturer","Emerald, Jade, Opal, Coral, Turquoise, Fresh Water Pearl, Tourmaline, Aquamarine, Coloured Gemstone, Ruby","Semi-precious Cabochon, Facet, Donut, Briolette, Carved Item, Carved Statue.","ODM, OEM, OBM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Jade-Gems-Factory-Ltd/1X009PO9,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZJS5,"With our world-wide industry experience, along with our high standard in our selection of material and workmanship, we offer a wide selection of high quality fine Gemstone Carvings, Jewelries, Snuff Bottles, Pendants, Beads, Cabochons, and more. We also have our own factory located in mainland China. We oversee our own production from design to polish, making sure all of our products meet both our and our customers' highest standards. We believe high quality and consistency are the basis of customer satisfaction and we certainly hope that you will be our very next satisfied customer!",,www.shanghaijade.com,,
TDR Jewellery (HK) Limited,Hong Kong,Booth: AWE 1-B19   |   Fresh Water Pearl   |   ,Wholesaler,"Natural Pearl, Fresh Water Pearl","FRESHWATER PEARL (LOOSE OR STRANDS) SHAPES OF PEARL:- ROUND,RICE,SQUARE,POTATO,BAROQUE,RETANGLAR,COIN,OVAL,BUTTON,RHOMBUS,NUCLEUS,IRREGULAR SIZE. 淡水珍珠 紐扣再生珠,8字珠,四面光珠,兩面光珠,正方形珠, 再生核珠,長方形珠,紐扣珠,琵琶珠,燈籠珠,螺蚊珠,麵包珠,米珠珠,圓珠珠,薯仔珠 散粒 鏈條",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/TDR-JEWELLERY-HK-LTD/1S00NUXY9,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YHYP,"TDR JEWELLERY (HK) Ltd was established in 2016.The Company is located in Hung Hom where concentrate the wholesaling of Chinese Freshwater Pearl. After 6 years development, with high quality service and strong supply of pearls. TDR become the main supplier of the international buyers, and have long-time friendship with some famous companies. It becomes a professional supplier, service including wholesale ,retail,design, processing,cultivation of freshwater pearl. Also has a store in Shenzhen , including Freshwater, Others Pearl.",,www.tdrhkjewellery.com,,
Valentine Jewels (HK) Limited,Hong Kong    |    Factory in India,Booth: AWE 9-E14   |   Precious Stone   |   ,"Retailer, Wholesaler, Exporter","Ruby, Sapphire, Coloured Gemstone, Opal, Tanzanite, Emerald",18K GOLD TANZANITE JEWELLERY WITH DIAMONDS. NATURAL TANZANITE. NATURAL ZAMBIA EMERALD.,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Valentine-Jewels-HK-Limited/1X08E1X0,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YHXS,"Valentine Jewels Co. is dedicated to manufacturing jewellery and wholesale gmestones. Our company is headquartered in Hong Kong which is regionally for exceptional workmanship and promotion of brand jewellery. Our exclusive jewels make our collection some of the most varied in terms of style and architectural design. Based on the jewellery sculpture, our gem-setters opt for precious and refinement to create pieces with unique character and exceptional finishing touch. We source logistic distribution via DHL, FEDEX, UPS & BRINKS to ensure all the goods arrive on time with the tracking numbers and insurance provided to each shipment. Valentine Jewels Co. directly controls the manufacturing process making sure the delivery of our jewellery satisfies your expectation. By fully utilizing vertically integrated manufacturing thru in-house production with micro pave setting, waxing, casting, modeling, gemstone selection by customers, polishing, rhodium coating to technical challenges we assure each piece of jewels is made with passion and of fine quality.","NATURAL TANZANITE,NATURAL ZAMBIA EMERALD,18K GOLD TANZANITE JEWELLERY WITH DIAMONDS",www.valentinesjewels.com,,
Chii Lih Coral Company Limited,Taiwan,Booth: AWE 10-C20   |   Semi-Precious Stone   |   Taiwan Pavilion,"Department Store, Exporter","Amber, Coral","Red coral, #precious coral, #coral, #beads, #aka, #momo, #sardinia","OEM, ODM, Others","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Jewellery Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chii-Lih-Coral-Co-Ltd/1X0066QS,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YESA,,,,,
Eiko Pearl Co Ltd,Japan,Booth: AWE 1-J19   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"Tahiti Pearl, Akoya Pearl, South Sea Pearl","We exhibit all types of South Sea, South Sea Natural Gold, Tahitian and Japanese Akoya Pearl.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Jewellery Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Jewellery Show 2017 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Eiko-Pearl-Co-Ltd/1X00BI1H,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UDRE,"EIKO PEARL CO.,LTD. was established in 1963 in Mie, we have been operating as a specialised pearl trading company. We have managed to changing times and have supplied pearls to all over the world during this half century.",,www.eikopearl.com,,
Enchanted Designs Ltd,Canada    |    Factory in Canada,Booth: AWE 8-D02   |   Semi-Precious Stone   |   ,Wholesaler,"Fossil, Coloured Gemstone","Ammolite gemstones, Ammonite Fossils, Ammolite Jewellery",ODM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Jewellery Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Enchanted-Designs-Limited/1X00CGAE,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YCMU,"Enchanted Designs Ltd. began with gold nugget and mammoth ivory jewellery established in 1988. With over 20 years experience, you will be sure to find high quality in any of our Authentic Alberta Ammolite? products of interest from Ammonite Fossil, to Loose Ammolite Gemstones plus much more. Located by the Lethbridge Ammonite Mining District in Southern Alberta Canada .","Ammosaic,Enchanted Designs Ammolite,Dinolite",www.ammolitestones.com,,
Kishun.Inc,Japan,Booth: AWE 11-J22   |   Semi-Precious Stone   |   ,"Buying Office, Buying Cooperative","Loose Diamond, Aquamarine, Jadeite, Akoya Pearl, Ruby, Sapphire, Emerald, Opal, Alexandrite",Precious stones/ semi-precious stones/Diamonds/Pearl/Othes,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2023 HKTDC Hong Kong International Jewellery Show 2019 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kishun-Inc/1X0ACMX9,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W8TD,,,,,
Orau Pearls,French Polynesia,Booth: AWE 1-C38   |   Sea Water Pearl   |   ,"Buying Office, Exporter, Wholesaler, Retailer","Tahiti Pearl, Natural Pearl",TAHITI LOOSE PEARLS,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2014 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Orau-Pearls/1X0738MQ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YCGC,TAHITI PEARLS,,,,
Shima Pearl Club,Japan    |    Factory in Japan,Booth: AWE 1-L13   |   Sea Water Pearl   |   Japan Pearl Showcase,"Exporter, Manufacturer, Importer, Wholesaler","South Sea Pearl, Tahiti Pearl, Akoya Pearl","South Sea Pearls, Tahiti Pearls, Akoya Pearls Loose Pearls and Necklace.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Jewellery Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Jewellery Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shima-Pearl-Club/1X00BJVK,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UD0N,"We specialize in Akoya, South Sea white and black butterfly pearls. We will be exhibiting necklaces and loose pearls that we procure through various South Sea pearl and black butterfly pearl bidding events, including Akoya pearl beach bidding events, and process and manufacture at our own factory. We plan to exhibit a wide range of quality, price range, shapes and colors from high quality to commercial line. Please stop by our booth for your pearl needs.",,www.urakei-pearl.com,,
"Union Pearl Co., Ltd.",Japan,Booth: AWE 1-J20   |   Sea Water Pearl   |   Japan Pearl Showcase,Distributor,"South Sea Pearl, Akoya Pearl, Natural Pearl, Tahiti Pearl",Akoya/South Sea/Tahiti Pearls,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC International Sourcing Show 2021 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Union-Pearl-Co-Ltd/1X00BK75,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UDV2,"At Union Pearls, we carry out complete service from the procurement to the processing and selling of pearls. Since starting our overseas sales business in 1978, we have been selling high quality pearls not only for the domestic market but also in regions overseas such as China, the United States, and Europe. Over the past several decades, we have built strong relationship with all of our customers, we are currently doing business with more than 300 companies from overseas.",ADDUNIoN,unionpearl.com,,
88 Diam (HK) Limited,Hong Kong    |    Factory in India,Booth: AWE 10-H09   |   Laboratory-grown Diamond   |   ,"Manufacturer, Exporter, Importer, Wholesaler","Fancy Diamond, Laboratory-grown Diamond, Loose Diamond","FULL CUT DIAMONDS,ROUND BRILLIANT CUT DIAMONDS,FANCY SHAPE DIAMONDS,SINGLE CUT DIAMONDS,LAB GROWN DIAMONDS,CVD,HPHT DIAMONDS.",OEM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong Watch & Clock Fair 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/88-Diam-HK-Limited/1X08ZVD2,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005V95C,"We are 88 DIAM (HK) LIMITED.Leader Manufacturers and supplier of the LABGROWN DIAMONDS CVD/HPHT like a FULL CUT ROUND BRILLIANT CUT DIAMONDS AS WELL SINGLE CUT AND FANCY SHAPE DIAMONDS SINCE 2011. We supply Any shape any quantity and any mm sizes, quality control, on time world wide delivery are our key of success.We interested to work with chain stores on contract base as a diamonds supplier.We take orders as per your requirements and supply so Lets meet and build long term business relationship work together grow together with mutual trust.","LABGROWN,CVD/HPHT,LAB DIAMOND,LAB GROWN DIAMOND",www.88diam.com,,
Aldoria Limited,Hong Kong    |    Factory in Australia,Booth: AWE 9-B28   |   Semi-Precious Stone   |   ,"Wholesaler, Manufacturer","Opal, Turquoise","We are specialists in supplying Australian Opals, Sleeping Beauty Turquoise and Jewellery products. Aldoria supplies and manufactures all along the supply chain from mine to market mostly on a commercial scale.",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aldoria-Limited/1X0AMS5J,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y6CU,,,,,
Beeni Impex Limited,Hong Kong,Booth: AWE 7-B36   |   Diamond   |   ,"Wholesaler, Exporter, Importer","Loose Diamond, Carat Size Diamond","Single cut, Full cut, Tapper Baguette, Black diamonds",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Beeni-Impex-Ltd/1X07S4RX,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y5QP,,,www.beeniimpexltd.com,,
Bhajan HK Limited,Hong Kong,Booth: AWE 7-B13   |   Diamond   |   ,"Wholesaler, Others, Importer","Fancy Diamond, Carat Size Diamond","over work is 0.30 cts to 30.00cts size , round and fancy shape D to J, FL to I2 and also make FANCY COLOUR.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bhajan-HK-Limited/1S00OH6FL,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y5X4,CUT AND POLISH DIAMONDS,BHAJAN HK,bhajanjewel.com,,
Bhansali & Co (HK) Limited,Hong Kong,Booth: AWE 5-C31   |   Diamond   |   ,"Importer, Exporter, Buying Office, Wholesaler","Fancy Diamond, Loose Diamond, Carat Size Diamond",We specialize in loose diamonds in all size in rounds and Fancy shapes as well as GIA .,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2022 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bhansali-Co-HK-Ltd/1X009WB1,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y63L,"We deal in diamonds from Rounds to all fancy shape stones - Princess Cut, Heart, Oval, Marquee, Pear, Emerald Cut. Diamonds are easily available with accurate garding from VVS to I2 clarity in all colors & shapes from E color to I. Holding large stock of GIA certified stones in Hong Kong from 0.50Ct to 1.50Ct & successfully serving the needs our esteemed clientele, with honesty, integrity & effective customer service.",,www.bhansali.biz,,
