company name,location,,Nature of Business,Exhibit / Brand / Service Description,Product Strategy,Company Website,HKTDC Events,supplier_url,exhibitor_url,Company Background,Product / Service Range,Brand Name,Booth: 3E-C01   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Certificates,Other Certificates,Booth: 3E-C09   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Booth: 3E-A14   |   Medical Supplies and Disposables   |   ,Booth: 3D-D06   |   Rehabilitation and Elderly Care   |   ,Booth: 3D-D05   |   World of Health and Wellness   |   Chinese Mainland (Jilin),Booth: 3D-D40   |   Startup Zone   |   ,Booth: 3E-F33   |   Hospital Equipment and Digital Health   |   ,Booth: 3E-B25   |   Medical Supplies and Disposables   |   ,Booth: 3E-A38   |   Medical Supplies and Disposables   |   
Thecon Technology (HK) Limited,Hong Kong,,,"Care Without Borders, Recovery Anywhere",,https://www.thecontechnology.com/,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2024 Entrepreneur Day 2023, Hong Kong HKTDC Hong Kong International Medical and Healthcare Fair 2023",N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q4Y,"Mobilexo Arm: Lightweight, multimodal upper limb rehabilitation system combining EMG detection, NMES, and soft robotics. Enables active/passive training with remote supervision—scalable from hospital to home. Help providers expand treatment capacity, extend care beyond the clinic, and deliver effective motor function outcomes. Clinically validated and NMPA Class II certified. Wearable ankle‑foot rehabilitation robot for gait recovery. Integrates soft robotics, NMES, and balance feedback with app‑based remote management—effective for foot drop, foot inversion and balance deficits—scalable from hospital to home. CES 2025 Innovation Awards Honouree.",,"Mobilexo Arm,Mobilexo Ankle-foot",,,,,,,,,,,
iASPEC Services Limited,Hong Kong,,,doctorgram bridges the gap between patients and providers with a medical-grade telemonitoring ecosystem that works in offline and underserved environments.,,www.iaspec.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC International ICT Expo 2018,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PZE,"The Right Care, Anywhere doctorgram’s Healthy Aging Screening delivers a medical-grade baseline analysis to detect early biomarkers of decline—bridging the gap between visits with continuous care that extends healthspan.",,Telemedicine / doctorgram,,,,,,,,,,,
iBone Healthcare Limited,Hong Kong,,,"Beyond Metal, Driven by Intelligence PEEK polymeric implants and AI-driven smart braces providing a closed-loop digital solution for lifelong bone health management.",,www.ibonehealth.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q0A,The World's First All-Polymer Joint and AI-Empowered Knee Brace System,,The World's First All-Polymer Joint and AI-Empower,,,,,,,,,,,
City University of Hong Kong - HK Tech 300,Hong Kong,,Professional Association,To showcase the HK Tech 300 start-ups,Others,www.cityu.edu.hk/hktech300/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Asia Summit on Global Health 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S00618YY,,Biotechnology,,,,,,,,,,,,
Hong Kong Medtech Association Limited,Hong Kong,,Professional Association,"Founded in 2003, the Hong Kong MedTech Association (HKMTA) is a professional organization dedicated to representing the MedTech industry in Hong Kong.",Others,https://www.hkmedtech.org/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC Hong Kong International Medical and Healthcare Fair 2021 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC Hong Kong International Medical Devices and Supplies Fair 2018 Show More,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005YR5U,"Founded in 2003, the Hong Kong MedTech Association (HKMTA) is a professional organization dedicated to representing the MedTech industry in Hong Kong.",,,,,,,,,,,,,
"Hong Kong University of Science & Technology, Entrepreneurship Center",Hong Kong,,"Others, Government","The HKUST Entrepreneurship Center was established in 1999, making it the first of its kind in Hong Kong's universities. At our core, we have world-leading research and a commitment to becoming a global leader in entrepreneurship.",Others,ec.hkust.edu.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Entrepreneur Day 2018,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061C80,,AI-Powered Radiology Imaging Solution,PanopticAI Limited,,,,,,,,,,,
Sambo Group Technology Limited,Hong Kong    |    Factory in Hong Kong,,Others,CityAir+ Ultra Purification achieves air purification through the synergistic effect of a patented UVC optical cavity enhancer and self-cleaning photocatalytic technology.,"OBM, OEM, ODM",www.sambo-technology.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Eco Expo Asia 2021 SmartBiz Expo 2020 SmartBiz Expo 2019,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061KLP,"Sambo Group Technology Ltd was incorporated in Hong Kong as a startup company since Jul 2016. The goal was to develop green technology in leveraging living health quality and preserving environment, i.e. functional agent/solution including but not limited to anti-bacterial, self-cleaning, disintegrate formaldehyde, disintegrate nitrogen oxide, disintegrate VOCs, disintegrate organic stain, deodorize, mould-proofing and repel bugs functions.",Sterilization,Light Fresh,,,,,,,,,,,
The Education University of Hong Kong,Hong Kong,,Others,The University actively contributes to education and intellectual properties (IPs) development through its applied research and knowledge transfer (KT) as services to the community and the profession.,"OBM, ODM",http://www.eduhk.hk/KnowledgeTransfer/,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 InnoEX 2024 Entrepreneur Day 2023, Hong Kong Entrepreneur Day 2022, Hong Kong HKTDC Hong Kong International Medical and Healthcare Fair 2022 SmartBiz Expo 2020 Entrepreneur Day 2020, Hong Kong HKTDC Entrepreneur Day 2019",N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S00611TK,,"Dental Equipment, Healthcare Product, Cosmetics, 3D Printing",,,,,,,,,,,,
Cyberhealth Limited,Hong Kong    |    Factory in Hong Kong,,Charity / Welfare Organisation,"We provide digital transformation for healthcare sectors connecting to the Health Bureau eHealth system to download patent data to platforms for Residential Care Homes, Community Pharmacies, Distance Caring and Medical Clinics in Hong Kong.",OEM,drugcare.net,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RF0,We are the R & D arm of Social Enterprise Limited who provide digital solutions to care homes and community pharmacies for connecting to eHealth. We are manufacturers of air disinfection machines.,"Medication Management Solution, Remote Patient Monitoring Solution, Patient Monitoring System, Mobile Health Apps for Mental Health, Sterilization, Smart Healthcare Platform & Solution, Electronic Health Records System",,,,,,,,,,,,
Department of Health,Hong Kong,,Government,The Medical Device Division (MDD) of the Department of Health (DH) is responsible for implementing the Medical Device Administrative Control System (MDACS) and developing a long-term statutory regulatory framework for medical devices.,Others,mdd.gov.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062SSW,,,,,,,,,,,,,,
E-Vity Limited,Hong Kong,,Manufacturer,"The CityAir Purifier system revolutionizes air purification with three patented technologies. Its UVC optical cavity enhancer optimizes ultraviolet light output, rapidly neutralizing pathogens with exceptional sterilization efficiency and minimal ene",OBM,https://e-vity.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061CAU,"EVITY Limited is a Hong Kong technology startup specializing in the development and application of optical efficiency enhancers based on patented high-stability optical cavity technology. Its solutions are designed to improve optical performance, energy efficiency, and sensitivity while maintaining high stability and low cost, with applications in precision optics such as lasers and sensors as well as industrial systems including UVC air purification and photocatalysis. The company is an HKSTP-incubated startup supported by the CityU HK Tech 300 Angel Fund, and it focuses on optical cavity development as a photon confinement technology for enhancing device performance. E-VITY has also received international recognition, including a Gold Medal at the 50th International Exhibition of Inventions Geneva and the Silicon Valley International Invention Festival for its innovation in highly stable optical cavity technology and optical efficiency enhancement. One of its key application areas is advanced air purification through the CityAir Purifier system. This system integrates a UVC optical cavity enhancer, a TiO2 nano-sol coating, and a silver-ion high-efficiency filter to achieve effective sterilization, pollutant degradation, odor reduction, and energy-efficient indoor air purifica","Air Filtration System, Air Purifier, Sterilization",,,,,,,,,,,,
Hekate Medical Technology Limited,Hong Kong    |    Factory in Chinese Mainland,,Private Individual,DynaFix3D 3D-printed fracture splints and MedTrainX smart medical training systems. Backed by HKSTP/EdUHK incubation.,OBM,hekatemed.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S8K,"Our company is a medical tech startup incubated by The Education University of Hong Kong and HKSTP Ideation Program. We focus on two flagship products: the DynaFix3D Smart Orthopedic Splint and the MedtrainX Smart Simulation System, which combine 3D printing, AI and AR to solve long standing problems in traditional orthopedics and medical education. The DynaFix3D Smart Orthopedic Splint gives a one to one precision fit with tolerance zero point one millimeter, three hundred percent higher breathability, zero allergens and a one hour turnaround. The device has been clinically validated at the affiliated hospital of Shantou University Medical College and mechanically tested to a maximum stress of six hundred sixty six point four megapascals. The MedtrainX Smart Simulation System offers high fidelity training in dentistry, orthopedics and nursing through three D printed anatomical models and AI driven real time feedback. It bridges the gap between theory and clinical practice. Our multidisciplinary team brings together Hong Kong and Canadian expertise in medicine, engineering and business. It includes board certified orthopedic surgeons with more than fifteen years of experience and PhD level medical engineering researchers.","Laboratory, 3D Printing, Wearable Devices/Sensors, Medical Device Development Consulting Service, Orthopedics Equipment, Dental Equipment, Orthopaedic Supplies, Patient Monitoring System, Smart Healthcare Platform & Solution",Hekate,,,,,,,,,,,
High Quality Medicinal Support Company Limited,Hong Kong,,Others,Cardiovascular Tonic Osteoporosis Prevention Products Sleep Tonic Metabolic Syndrome Control Brain Health Capsule Energizer for Rehabilitation Swelling Control Powder Bone Setting Patch Atopic Dermatitis Capsules Immuno-boosting Granules,OEM,www.hqms-hk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RNC,"High Quality Medicinal Support (HQMS) is a CUHK TSSSU start-up. Relying on 25 years of research experience from the Institute of Chinese Medicine (ICM) and over HK$156 million in funding support (including Hong Kong Government (AOE, GRF, HMRF, ITF) and the Ministry of Science and Technology), we focus on researching health supplements for special medical purposes based on scientific evidence, and addressing the health challenges of an aging population with the support of clinical evidence and scientific data. With ICM's strong academic background and support from global partners, HQMS seeks to bridge traditional Chinese medicine and modern healthcare, providing innovative, high-quality solutions to meet increasing global health needs.","Diabetes Care, Anti-Aging Supplement, Immune System Booster, Health Supplement, Weight Loss Product, Chinese Medicated Ointment, Joint & Bone Support, Skin Care, Healthcare Product, Adult Diaper",High Quality Medicinal Support,,,,,,,,,,,
Jelumiere Biotech Limited,Hong Kong    |    Factory in Hong Kong,,Others,"Biotechnology-driven skincare brand offering NAD+ renewal serums and advanced photoprotection solutions, designed to preserve skin longevity, vitality, and protection against light-induced aging.","OEM, ODM",jelumiere.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PUT,"Jelumiere Biotech Limited is a science driven biotechnology company focused on anti aging, photoprotection, and skin recovery. Rooted in biomedical research, Jelumiere develops premium skincare technologies and formulations that bridge clinical efficacy with everyday skincare needs. Our innovation spans prevention and repair, with the patented UVpi platform addressing photoaging beyond conventional UV protection by targeting visible light induced skin damage, while the NAD Renewal skincare line supports cellular repair and long term skin vitality following environmental stress and treatments. With a strong emphasis on safety and effective formulations, Jelumiere translates research into elegant, high performance products, including the NAD Renewal Serum, NAD Vitality Mask, and NAD Whitening Repair Mask, with Glow Sunscreen introduced as the next phase of the platform. Jelumiere is an award winning biotechnology company, recognized at international invention exhibitions and supported by HKBU, the HKSTP Incubation Programme, and Deep Tech Lab, with a mission to redefine anti aging skincare through clinically grounded science and measurable skin health outcomes.","Cosmetics, Skin Care",LumieGlow,,,,,,,,,,,
